tconst,parentTconst,seasonNumber,episodeNumber
tt0514593,tt0115101,4,10
tt0514594,tt0115101,7,9
tt0514595,tt0115101,3,3
tt0514596,tt0115101,6,3
tt0514597,tt0115101,2,1
tt0514598,tt0115101,6,9
tt0514599,tt0115101,6,10
tt0514600,tt0115101,3,13
tt0514601,tt0115101,5,8
tt0514602,tt0115101,2,9
tt0514603,tt0115101,1,2
tt0514604,tt0115101,5,3
tt0514605,tt0115101,7,3
tt0514606,tt0115101,7,7
tt0514607,tt0115101,5,5
tt0514608,tt0115101,2,6
tt0514609,tt0115101,5,10
tt0514610,tt0115101,6,6
tt0514611,tt0115101,5,1
tt0514612,tt0115101,7,6
tt0514613,tt0115101,3,2
tt0514614,tt0115101,1,1
tt0514615,tt0115101,6,7
tt0514616,tt0115101,4,2
tt0514617,tt0115101,4,3
tt0514618,tt0115101,7,5
tt0514619,tt0115101,7,10
tt0514620,tt0115101,6,4
tt0514621,tt0115101,4,12
tt0514622,tt0115101,2,5
tt0514623,tt0115101,6,1
tt0514624,tt0115101,7,8
tt0514625,tt0115101,3,9
tt0514626,tt0115101,4,5
tt0514627,tt0115101,3,11
tt0514628,tt0115101,4,11
tt0514629,tt0115101,4,7
tt0514630,tt0115101,1,9
tt0514631,tt0115101,1,5
tt0514632,tt0115101,4,9
tt0514633,tt0115101,3,4
tt0514634,tt0115101,5,9
tt0514635,tt0115101,7,1
tt0514636,tt0115101,3,6
tt0514637,tt0115101,6,5
tt0514638,tt0115101,2,7
tt0514639,tt0115101,4,4
tt0514640,tt0115101,1,10
tt0514641,tt0115101,5,7
tt0514642,tt0115101,5,6
tt0514643,tt0115101,2,2
tt0514644,tt0115101,3,8
tt0514645,tt0115101,2,4
tt0514646,tt0115101,7,4
tt0514647,tt0115101,1,8
tt0514648,tt0115101,4,8
tt0514649,tt0115101,2,10
tt0514650,tt0115101,2,8
tt0514651,tt0115101,1,4
tt0514652,tt0115101,3,7
tt0514653,tt0115101,3,12
tt0514654,tt0115101,7,2
tt0514655,tt0115101,3,1
tt0514656,tt0115101,5,13
tt0514657,tt0115101,3,5
tt0514658,tt0115101,5,12
tt0514659,tt0115101,6,2
tt0514660,tt0115101,5,11
tt0514661,tt0115101,4,6
tt0514662,tt0294004,1,1
tt0514663,tt0294004,1,5
tt0514664,tt0294004,1,4
tt0514665,tt0294004,1,8
tt0514666,tt0294004,1,3
tt0514667,tt0294004,1,6
tt0514668,tt0294004,1,7
tt0514669,tt0294004,1,2
tt0514670,tt0161126,8,1
tt0514673,tt0161126,9,10
tt0514674,tt0161126,8,28
tt0514675,tt0161126,3,10
tt0514676,tt0161126,5,20
tt0514677,tt0161126,9,4
tt0514678,tt0161126,9,3
tt0514679,tt0161126,2,31
tt0514680,tt0473572,1,3
tt0514681,tt0473572,1,2
tt0514682,tt0473572,1,4
tt0514683,tt0473572,1,1
tt0514684,tt0042074,10,3
tt0514685,tt0042074,6,14
tt0514687,tt0042074,1,60
tt0514688,tt0042074,13,5
tt0514689,tt0042074,1,37
tt0514690,tt0042074,3,5
tt0514691,tt0042074,4,14
tt0514692,tt0042074,2,46
tt0514693,tt0042074,3,31
tt0514694,tt0042074,11,21
tt0514695,tt0042074,11,4
tt0514696,tt0042074,3,25
tt0514697,tt0042074,13,16
tt0514698,tt0042074,4,3
tt0514699,tt0042074,4,5
tt0514700,tt0042074,4,17
tt0514701,tt0042074,3,6
tt0514702,tt0042074,8,16
tt0514703,tt0042074,2,12
tt0514704,tt0042074,9,6
tt0514705,tt0042074,1,26
tt0514706,tt0042074,7,12
tt0514707,tt0042074,12,11
tt0514708,tt0042074,13,23
tt0514709,tt0042074,8,3
tt0514710,tt0042074,12,20
tt0514711,tt0042074,1,47
tt0514712,tt0042074,11,9
tt0514713,tt0042074,3,14
tt0514714,tt0042074,1,24
tt0514715,tt0042074,3,3
tt0514716,tt0042074,3,11
tt0514718,tt0042074,11,6
tt0514719,tt0042074,3,15
tt0514720,tt0042074,1,13
tt0514721,tt0042074,1,64
tt0514722,tt0042074,2,11
tt0514723,tt0042074,2,37
tt0514724,tt0042074,4,37
tt0514725,tt0042074,11,14
tt0514726,tt0042074,5,12
tt0514727,tt0042074,1,56
tt0514728,tt0042074,5,30
tt0514729,tt0042074,1,66
tt0514730,tt0042074,3,30
tt0514731,tt0042074,2,40
tt0514732,tt0042074,2,49
tt0514733,tt0042074,9,1
tt0514734,tt0042074,2,43
tt0514735,tt0042074,1,30
tt0514736,tt0042074,2,41
tt0514737,tt0042074,1,55
tt0514738,tt0042074,5,27
tt0514739,tt0042074,5,34
tt0514740,tt0042074,8,2
tt0514741,tt0042074,2,2
tt0514742,tt0042074,2,9
tt0514743,tt0042074,11,16
tt0514744,tt0042074,11,24
tt0514745,tt0042074,6,17
tt0514746,tt0042074,2,14
tt0514747,tt0042074,10,14
tt0514748,tt0042074,10,23
tt0514749,tt0042074,2,35
tt0514750,tt0042074,7,7
tt0514751,tt0042074,2,25
tt0514752,tt0042074,1,43
tt0514753,tt0042074,5,36
tt0514754,tt0042074,11,1
tt0514755,tt0042074,11,13
tt0514756,tt0042074,2,15
tt0514757,tt0042074,7,9
tt0514758,tt0042074,13,25
tt0514759,tt0042074,13,7
tt0514760,tt0042074,4,26
tt0514761,tt0042074,5,4
tt0514762,tt0042074,3,7
tt0514763,tt0042074,2,38
tt0514764,tt0042074,5,33
tt0514765,tt0042074,13,13
tt0514766,tt0042074,6,13
tt0514767,tt0042074,2,1
tt0514768,tt0042074,5,11
tt0514769,tt0042074,7,3
tt0514770,tt0042074,7,4
tt0514771,tt0042074,2,8
tt0514772,tt0042074,4,19
tt0514773,tt0042074,2,42
tt0514774,tt0042074,7,11
tt0514775,tt0042074,5,10
tt0514776,tt0042074,10,19
tt0514777,tt0042074,10,7
tt0514778,tt0042074,4,34
tt0514779,tt0042074,10,24
tt0514780,tt0042074,10,8
tt0514781,tt0042074,1,45
tt0514782,tt0042074,1,19
tt0514783,tt0042074,1,28
tt0514784,tt0042074,5,14
tt0514785,tt0042074,6,19
tt0514786,tt0042074,5,7
tt0514787,tt0042074,8,11
tt0514788,tt0042074,4,8
tt0514789,tt0042074,2,28
tt0514790,tt0042074,5,15
tt0514791,tt0042074,1,46
tt0514792,tt0042074,9,9
tt0514794,tt0042074,3,21
tt0514795,tt0042074,5,24
tt0514796,tt0042074,6,6
tt0514797,tt0042074,10,17
tt0514798,tt0042074,2,21
tt0514799,tt0042074,13,8
tt0514800,tt0042074,2,18
tt0514801,tt0042074,1,20
tt0514802,tt0042074,1,2
tt0514803,tt0042074,8,4
tt0514804,tt0042074,1,65
tt0514805,tt0042074,12,18
tt0514806,tt0042074,4,1
tt0514807,tt0042074,5,3
tt0514808,tt0042074,3,27
tt0514809,tt0042074,4,9
tt0514810,tt0042074,1,50
tt0514811,tt0042074,5,22
tt0514812,tt0042074,1,59
tt0514813,tt0042074,5,31
tt0514814,tt0042074,1,57
tt0514815,tt0042074,12,1
tt0514816,tt0042074,5,8
tt0514817,tt0042074,1,6
tt0514818,tt0042074,6,2
tt0514819,tt0042074,1,53
tt0514820,tt0042074,4,36
tt0514821,tt0042074,1,22
tt0514822,tt0042074,6,12
tt0514823,tt0042074,1,10
tt0514824,tt0042074,2,13
tt0514825,tt0042074,11,7
tt0514826,tt0042074,12,13
tt0514827,tt0042074,12,23
tt0514828,tt0042074,6,3
tt0514829,tt0042074,11,11
tt0514830,tt0042074,9,8
tt0514831,tt0042074,11,15
tt0514832,tt0042074,11,23
tt0514833,tt0042074,5,41
tt0514834,tt0042074,9,3
tt0514835,tt0042074,1,61
tt0514836,tt0042074,2,24
tt0514837,tt0042074,4,31
tt0514838,tt0042074,7,14
tt0514839,tt0042074,2,7
tt0514840,tt0042074,6,7
tt0514841,tt0042074,5,23
tt0514842,tt0042074,3,28
tt0514843,tt0042074,1,3
tt0514844,tt0042074,7,6
tt0514845,tt0042074,10,21
tt0514846,tt0042074,10,5
tt0514847,tt0042074,13,20
tt0514848,tt0042074,13,11
tt0514849,tt0042074,1,52
tt0514850,tt0042074,2,17
tt0514851,tt0042074,11,17
tt0514852,tt0042074,5,38
tt0514853,tt0042074,1,23
tt0514854,tt0042074,3,16
tt0514855,tt0042074,10,16
tt0514856,tt0042074,2,19
tt0514857,tt0042074,4,23
tt0514858,tt0042074,13,12
tt0514859,tt0042074,10,10
tt0514861,tt0042074,2,48
tt0514862,tt0042074,3,18
tt0514863,tt0042074,3,1
tt0514864,tt0042074,1,12
tt0514865,tt0042074,3,2
tt0514866,tt0042074,2,45
tt0514867,tt0042074,4,18
tt0514868,tt0042074,5,16
tt0514869,tt0042074,1,32
tt0514870,tt0042074,2,47
tt0514871,tt0042074,1,18
tt0514872,tt0042074,4,25
tt0514873,tt0042074,12,9
tt0514874,tt0042074,7,2
tt0514875,tt0042074,6,4
tt0514876,tt0042074,5,18
tt0514877,tt0042074,7,5
tt0514878,tt0042074,13,19
tt0514879,tt0042074,12,8
tt0514880,tt0042074,10,22
tt0514881,tt0042074,10,4
tt0514882,tt0042074,10,15
tt0514883,tt0042074,6,16
tt0514884,tt0042074,1,34
tt0514885,tt0042074,2,39
tt0514886,tt0042074,3,13
tt0514887,tt0042074,1,67
tt0514888,tt0042074,7,13
tt0514889,tt0042074,13,2
tt0514890,tt0042074,4,29
tt0514891,tt0042074,9,13
tt0514892,tt0042074,9,18
tt0514893,tt0042074,12,5
tt0514894,tt0042074,5,25
tt0514895,tt0042074,3,29
tt0514896,tt0042074,1,36
tt0514897,tt0042074,13,18
tt0514898,tt0042074,5,29
tt0514899,tt0042074,1,58
tt0514900,tt0042074,4,27
tt0514901,tt0042074,6,11
tt0514902,tt0042074,1,31
tt0514903,tt0042074,1,38
tt0514904,tt0042074,13,17
tt0514905,tt0042074,3,19
tt0514906,tt0042074,11,2
tt0514907,tt0042074,13,6
tt0514908,tt0042074,12,21
tt0514909,tt0042074,12,6
tt0514910,tt0042074,4,13
tt0514911,tt0042074,5,1
tt0514912,tt0042074,4,12
tt0514913,tt0042074,1,9
tt0514914,tt0042074,1,48
tt0514915,tt0042074,10,6
tt0514916,tt0042074,7,1
tt0514917,tt0042074,6,15
tt0514918,tt0042074,1,4
tt0514919,tt0042074,3,22
tt0514920,tt0042074,2,4
tt0514921,tt0042074,8,8
tt0514922,tt0042074,5,13
tt0514923,tt0042074,13,10
tt0514924,tt0042074,7,17
tt0514925,tt0042074,11,12
tt0514926,tt0042074,11,22
tt0514927,tt0042074,13,1
tt0514928,tt0042074,2,31
tt0514929,tt0042074,4,16
tt0514930,tt0042074,11,18
tt0514931,tt0042074,1,29
tt0514932,tt0042074,1,17
tt0514933,tt0042074,13,15
tt0514934,tt0042074,5,19
tt0514935,tt0042074,4,24
tt0514936,tt0042074,1,14
tt0514937,tt0042074,5,2
tt0514938,tt0042074,11,10
tt0514939,tt0042074,4,7
tt0514940,tt0042074,7,8
tt0514941,tt0042074,13,3
tt0514942,tt0042074,4,28
tt0514943,tt0042074,3,4
tt0514944,tt0042074,5,35
tt0514945,tt0042074,4,35
tt0514946,tt0042074,1,27
tt0514947,tt0042074,2,23
tt0514948,tt0042074,13,14
tt0514949,tt0042074,1,42
tt0514950,tt0042074,11,3
tt0514951,tt0042074,4,10
tt0514952,tt0042074,5,39
tt0514953,tt0042074,9,2
tt0514954,tt0042074,7,18
tt0514955,tt0042074,9,11
tt0514956,tt0042074,10,2
tt0514957,tt0042074,13,24
tt0514958,tt0042074,13,9
tt0514959,tt0042074,5,5
tt0514961,tt0042074,4,4
tt0514962,tt0042074,3,8
tt0514963,tt0042074,2,6
tt0514964,tt0042074,2,5
tt0514965,tt0042074,2,34
tt0514966,tt0042074,1,1
tt0514967,tt0042074,12,12
tt0514968,tt0042074,12,22
tt0514969,tt0042074,2,26
tt0514970,tt0042074,1,63
tt0514971,tt0042074,9,7
tt0514972,tt0042074,3,17
tt0514973,tt0042074,4,15
tt0514974,tt0042074,8,13
tt0514975,tt0042074,3,32
tt0514976,tt0042074,4,21
tt0514977,tt0042074,4,30
tt0514978,tt0042074,1,62
tt0514979,tt0042074,1,44
tt0514980,tt0042074,9,16
tt0514981,tt0042074,5,37
tt0514982,tt0042074,9,21
tt0514983,tt0042074,9,4
tt0514984,tt0042074,8,10
tt0514985,tt0042074,3,9
tt0514986,tt0042074,4,22
tt0514987,tt0042074,2,10
tt0514988,tt0042074,1,49
tt0514989,tt0042074,1,16
tt0514990,tt0042074,1,40
tt0514991,tt0042074,1,41
tt0514992,tt0042074,12,10
tt0514993,tt0042074,1,25
tt0514994,tt0042074,4,20
tt0514995,tt0042074,2,36
tt0514996,tt0042074,10,18
tt0514997,tt0042074,4,11
tt0514998,tt0042074,1,54
tt0514999,tt0042074,5,6
tt0515000,tt0042074,2,3
tt0515001,tt0042074,6,18
tt0515002,tt0042074,12,17
tt0515003,tt0042074,5,32
tt0515004,tt0042074,2,33
tt0515005,tt0042074,8,7
tt0515006,tt0042074,2,27
tt0515007,tt0042074,1,5
tt0515008,tt0042074,2,16
tt0515009,tt0042074,11,19
tt0515010,tt0042074,11,8
tt0515011,tt0042074,12,24
tt0515012,tt0042074,3,26
tt0515013,tt0042074,6,1
tt0515014,tt0042074,12,3
tt0515015,tt0042074,6,10
tt0515016,tt0042074,2,50
tt0515017,tt0042074,3,12
tt0515018,tt0042074,4,32
tt0515019,tt0042074,6,5
tt0515020,tt0042074,7,10
tt0515021,tt0042074,3,20
tt0515022,tt0042074,4,38
tt0515023,tt0042074,2,44
tt0515024,tt0042074,3,10
tt0515025,tt0042074,1,51
tt0515026,tt0042074,2,22
tt0515027,tt0042074,1,33
tt0515028,tt0042074,10,1
tt0515029,tt0042074,9,17
tt0515030,tt0042074,8,6
tt0515031,tt0042074,8,20
tt0515032,tt0042074,1,35
tt0515033,tt0042074,7,16
tt0515034,tt0042074,5,21
tt0515035,tt0042074,5,40
tt0515036,tt0042074,4,6
tt0515037,tt0042074,12,4
tt0515038,tt0042074,9,12
tt0515039,tt0042074,3,24
tt0515040,tt0042074,5,28
tt0515041,tt0042074,4,33
tt0515042,tt0042074,2,30
tt0515043,tt0042074,13,4
tt0515044,tt0042074,8,18
tt0515046,tt0042074,1,39
tt0515047,tt0042074,4,2
tt0515048,tt0042074,6,8
tt0515050,tt0042074,2,29
tt0515051,tt0042074,2,32
tt0515052,tt0042074,2,20
tt0515053,tt0182558,2,7
tt0515054,tt0182558,3,1
tt0515055,tt0182558,3,2
tt0515056,tt0182558,3,5
tt0515057,tt0182558,3,7
tt0515058,tt0182558,4,1
tt0515059,tt0182558,4,2
tt0515060,tt0182558,4,3
tt0515061,tt0182558,4,4
tt0515062,tt0182558,4,5
tt0515063,tt0182558,4,6
tt0515064,tt0168295,1,8
tt0515065,tt0168295,1,9
tt0515066,tt0168295,1,7
tt0515067,tt0168295,1,6
tt0515068,tt0168295,1,11
tt0515069,tt0168295,1,5
tt0515070,tt0168295,1,12
tt0515071,tt0065274,1,11
tt0515072,tt0065274,2,19
tt0515073,tt0065274,1,19
tt0515074,tt0065274,2,18
tt0515075,tt0166085,1,6
tt0515076,tt0166085,1,4
tt0515077,tt0439344,,
tt0515078,tt0439344,,
tt0515079,tt0439344,,
tt0515080,tt0439344,,
tt0515081,tt0260598,1,92
tt0515082,tt0260598,,
tt0515083,tt0260598,,
tt0515084,tt0260598,,
tt0515085,tt0260598,,
tt0515086,tt0260598,,
tt0515087,tt0260598,,
tt0515088,tt0260598,,
tt0515089,tt0260598,,
tt0515090,tt0260598,,
tt0515091,tt0260598,,
tt0515092,tt0260598,,
tt0515093,tt0260598,,
tt0515094,tt0260598,,
tt0515095,tt0260598,,
tt0515096,tt0260598,,
tt0515097,tt0260598,,
tt0515098,tt0260598,,
tt0515100,tt0260598,,
tt0515101,tt0260598,1,43
tt0515102,tt0260598,,
tt0515103,tt0260598,,
tt0515104,tt0260598,,
tt0515105,tt0260598,,
tt0515106,tt0260598,,
tt0515107,tt0260598,,
tt0515108,tt0260598,,
tt0515109,tt0260598,,
tt0515110,tt0260598,,
tt0515111,tt0260598,,
tt0515112,tt0260598,,
tt0515113,tt0260598,,
tt0515114,tt0260598,,
tt0515115,tt0260598,,
tt0515116,tt0260598,,
tt0515117,tt0260598,,
tt0515119,tt0260598,,
tt0515120,tt0260598,,
tt0515121,tt0260598,,
tt0515122,tt0260598,,
tt0515123,tt0260598,,
tt0515124,tt0260598,,
tt0515125,tt0260598,,
tt0515126,tt0260598,,
tt0515127,tt0260598,,
tt0515129,tt0260598,,
tt0515130,tt0260598,,
tt0515131,tt0260598,,
tt0515132,tt0260598,,
tt0515133,tt0260598,,
tt0515134,tt0260598,,
tt0515135,tt0260598,,
tt0515136,tt0260598,,
tt0515137,tt0260598,1,19
tt0515138,tt0260598,1,6
tt0515139,tt0260598,,
tt0515140,tt0260598,,
tt0515141,tt0260598,,
tt0515142,tt0260598,,
tt0515143,tt0260598,,
tt0515144,tt0260598,,
tt0515145,tt0260598,,
tt0515146,tt0260598,,
tt0515147,tt0260598,,
tt0515148,tt0260598,,
tt0515149,tt0260598,,
tt0515150,tt0260598,,
tt0515151,tt0260598,,
tt0515152,tt0260598,,
tt0515153,tt0260598,,
tt0515154,tt0260598,,
tt0515155,tt0260598,,
tt0515156,tt0260598,,
tt0515157,tt0260598,,
tt0515158,tt0260598,,
tt0515159,tt0260598,,
tt0515161,tt0260598,,
tt0515162,tt0260598,,
tt0515164,tt0260598,,
tt0515165,tt0260598,,
tt0515166,tt0260598,,
tt0515167,tt0260598,,
tt0515169,tt0260598,,
tt0515170,tt0260598,,
tt0515171,tt0260598,1,37
tt0515172,tt0260598,,
tt0515173,tt0260598,,
tt0515174,tt0260598,,
tt0515175,tt0260598,,
tt0515176,tt0260598,,
tt0515177,tt0056737,1,24
tt0515178,tt0056737,1,6
tt0515179,tt0056737,1,22
tt0515180,tt0056737,1,4
tt0515181,tt0056737,1,18
tt0515182,tt0056737,1,30
tt0515183,tt0056737,1,1
tt0515184,tt0056737,1,15
tt0515185,tt0056737,1,28
tt0515186,tt0056737,1,9
tt0515187,tt0056737,1,2
tt0515188,tt0056737,1,12
tt0515189,tt0056737,1,25
tt0515190,tt0056737,1,5
tt0515191,tt0056737,1,17
tt0515192,tt0056737,1,20
tt0515193,tt0056737,1,14
tt0515194,tt0056737,1,16
tt0515195,tt0056737,1,13
tt0515196,tt0056737,1,19
tt0515197,tt0056737,1,3
tt0515198,tt0056737,1,21
tt0515199,tt0056737,1,23
tt0515200,tt0056737,1,10
tt0515201,tt0056737,1,27
tt0515202,tt0056737,1,8
tt0515203,tt0056737,1,29
tt0515204,tt0056737,1,26
tt0515205,tt0056737,1,11
tt0515206,tt0056737,1,7
tt0515207,tt0367279,2,6
tt0515208,tt0367279,1,16
tt0515209,tt0367279,2,3
tt0515210,tt0367279,1,13
tt0515211,tt0367279,1,19
tt0515212,tt0367279,1,3
tt0515213,tt0367279,2,9
tt0515214,tt0367279,1,5
tt0515215,tt0367279,3,12
tt0515216,tt0367279,3,10
tt0515217,tt0367279,3,11
tt0515218,tt0367279,3,3
tt0515219,tt0367279,2,4
tt0515220,tt0367279,2,12
tt0515221,tt0367279,1,7
tt0515222,tt0367279,1,17
tt0515223,tt0367279,1,4
tt0515224,tt0367279,1,22
tt0515225,tt0367279,3,8
tt0515226,tt0367279,1,12
tt0515227,tt0367279,2,16
tt0515228,tt0367279,1,18
tt0515229,tt0367279,2,13
tt0515230,tt0367279,3,5
tt0515231,tt0367279,1,8
tt0515232,tt0367279,1,21
tt0515233,tt0367279,3,4
tt0515234,tt0367279,2,11
tt0515235,tt0367279,1,10
tt0515236,tt0367279,1,1
tt0515237,tt0367279,3,7
tt0515238,tt0367279,1,11
tt0515239,tt0367279,2,8
tt0515240,tt0367279,2,10
tt0515241,tt0367279,2,18
tt0515242,tt0367279,3,9
tt0515243,tt0367279,2,5
tt0515244,tt0367279,1,14
tt0515245,tt0367279,2,17
tt0515246,tt0367279,1,15
tt0515247,tt0367279,1,9
tt0515248,tt0367279,2,7
tt0515249,tt0367279,3,2
tt0515250,tt0367279,3,1
tt0515251,tt0367279,2,14
tt0515252,tt0367279,3,6
tt0515253,tt0367279,2,1
tt0515254,tt0367279,2,2
tt0515255,tt0367279,2,15
tt0515256,tt0367279,1,2
tt0515257,tt0367279,1,6
tt0515258,tt0367279,1,20
tt0515259,tt0346205,,
tt0515260,tt0346205,,
tt0515261,tt0428088,2,3
tt0515262,tt0395045,,
tt0515263,tt0395045,,
tt0515264,tt0395045,,
tt0515265,tt0395045,,
tt0515266,tt0395045,,
tt0515267,tt0096537,1,1
tt0515268,tt0096537,1,69
tt0515269,tt0096537,1,97
tt0515270,tt0096537,1,125
tt0515271,tt0096537,1,158
tt0515272,tt0096537,2,27
tt0515273,tt0096537,2,33
tt0515274,tt0096537,2,37
tt0515275,tt0096537,2,46
tt0515276,tt0096537,2,49
tt0515277,tt0096537,2,67
tt0515278,tt0096537,,
tt0515279,tt0096537,,
tt0515280,tt0096537,,
tt0515281,tt0096537,3,5
tt0515282,tt0096537,3,50
tt0515283,tt0096537,,
tt0515284,tt0096537,,
tt0515285,tt0096537,,
tt0515286,tt0096537,,
tt0515287,tt0096537,,
tt0515288,tt0096537,,
tt0515289,tt0096537,,
tt0515290,tt0096537,,
tt0515291,tt0096537,,
tt0515292,tt0096537,,
tt0515293,tt0096537,4,1
tt0515294,tt0096537,4,4
tt0515295,tt0096537,4,18
tt0515296,tt0096537,4,39
tt0515297,tt0096537,,
tt0515298,tt0096537,,
tt0515299,tt0096537,,
tt0515300,tt0096537,,
tt0515301,tt0096537,,
tt0515302,tt0096537,,
tt0515303,tt0096537,,
tt0515304,tt0096537,,
tt0515305,tt0096537,,
tt0515306,tt0096537,,
tt0515307,tt0096537,,
tt0515308,tt0096537,4,141
tt0515309,tt0096537,,
tt0515310,tt0096537,,
tt0515311,tt0096537,,
tt0515312,tt0096537,,
tt0515313,tt0096537,,
tt0515314,tt0096537,,
tt0515315,tt0096537,,
tt0515316,tt0096537,,
tt0515317,tt0096537,,
tt0515318,tt0096537,,
tt0515319,tt0096537,,
tt0515320,tt0096537,,
tt0515321,tt0096537,,
tt0515322,tt0096537,,
tt0515323,tt0096537,,
tt0515324,tt0096537,,
tt0515325,tt0096537,,
tt0515326,tt0096537,,
tt0515327,tt0096537,,
tt0515328,tt0096537,,
tt0515329,tt0096537,,
tt0515330,tt0096537,,
tt0515331,tt0096537,,
tt0515332,tt0096537,,
tt0515333,tt0096537,,
tt0515334,tt0096537,,
tt0515335,tt0096537,,
tt0515336,tt0096537,,
tt0515337,tt0096537,,
tt0515338,tt0096537,,
tt0515339,tt0096537,,
tt0515340,tt0096537,,
tt0515341,tt0096537,6,150
tt0515342,tt0096537,6,154
tt0515343,tt0096537,6,156
tt0515344,tt0096537,6,157
tt0515345,tt0118260,1,3
tt0515346,tt0118260,1,1
tt0515347,tt0118260,1,2
tt0515348,tt0118260,1,5
tt0515349,tt0118260,1,6
tt0515350,tt0118260,1,4
tt0515351,tt0136713,1,3
tt0515352,tt0136713,2,2
tt0515353,tt0136713,2,12
tt0515354,tt0136713,2,1
tt0515355,tt0136713,1,5
tt0515356,tt0136713,1,4
tt0515357,tt0136713,2,5
tt0515358,tt0136713,2,6
tt0515359,tt0136713,1,7
tt0515360,tt0136713,1,9
tt0515361,tt0136713,2,9
tt0515362,tt0136713,2,10
tt0515363,tt0136713,2,7
tt0515364,tt0136713,1,8
tt0515365,tt0136713,1,6
tt0515366,tt0136713,1,1
tt0515367,tt0136713,2,13
tt0515368,tt0136713,2,11
tt0515369,tt0136713,2,3
tt0515370,tt0136713,2,4
tt0515371,tt0136713,2,8
tt0515372,tt0136713,1,10
tt0515373,tt0136713,1,2
tt0515374,tt0467720,,
tt0515375,tt0467720,,
tt0515376,tt0467720,,
tt0515377,tt0467720,,
tt0515378,tt0467720,,
tt0515379,tt0467720,,
tt0515380,tt0467720,,
tt0515381,tt0467720,,
tt0515382,tt0467720,,
tt0515383,tt0467720,,
tt0515384,tt0467720,,
tt0515385,tt0467720,,
tt0515386,tt0467720,,
tt0515387,tt0467720,,
tt0515388,tt0467720,,
tt0515389,tt0467720,,
tt0515390,tt0467720,,
tt0515391,tt0467720,,
tt0515392,tt0467720,,
tt0515393,tt0467720,,
tt0515394,tt0467720,,
tt0515395,tt0056738,,
tt0515396,tt0056738,,
tt0515397,tt0056738,,
tt0515398,tt0056738,,
tt0515399,tt0056738,,
tt0515400,tt0056738,,
tt0515401,tt0056738,,
tt0515402,tt0056738,,
tt0515403,tt0056738,,
tt0515404,tt0056738,,
tt0515405,tt0056738,,
tt0515406,tt0056738,,
tt0515407,tt0056738,,
tt0515408,tt0056738,,
tt0515409,tt0056738,,
tt0515410,tt0056738,,
tt0515411,tt0056738,,
tt0515412,tt0056738,,
tt0515413,tt0056738,,
tt0515414,tt0384716,,
tt0515415,tt0182559,,
tt0515416,tt0041002,,
tt0515417,tt0041002,,
tt0515418,tt0041002,,
tt0515419,tt0041002,,
tt0515421,tt0042078,1,7
tt0515422,tt0042078,5,13
tt0515423,tt0042078,5,15
tt0515424,tt0042078,9,7
tt0515425,tt0042078,9,2
tt0515426,tt0042078,10,6
tt0515427,tt0042078,11,17
tt0515428,tt0042078,,
tt0515429,tt0068041,1,1
tt0515430,tt0068041,1,9
tt0515431,tt0068041,2,5
tt0515432,tt0068041,2,7
tt0515433,tt0068041,1,5
tt0515434,tt0068041,1,8
tt0515435,tt0068041,2,2
tt0515436,tt0068041,2,8
tt0515437,tt0068041,2,4
tt0515438,tt0068041,1,3
tt0515439,tt0068041,2,9
tt0515440,tt0068041,1,6
tt0515441,tt0068041,2,10
tt0515442,tt0068041,1,2
tt0515443,tt0068041,2,12
tt0515444,tt0068041,1,4
tt0515445,tt0068041,2,3
tt0515446,tt0068041,1,12
tt0515447,tt0068041,1,7
tt0515448,tt0068041,1,10
tt0515449,tt0068041,2,1
tt0515450,tt0068041,2,11
tt0515451,tt0068041,1,11
tt0515452,tt0169414,6,10
tt0515453,tt0169414,2,1
tt0515454,tt0169414,5,1
tt0515455,tt0169414,1,1
tt0515456,tt0169414,8,10
tt0515457,tt0169414,5,8
tt0515458,tt0169414,9,1
tt0515459,tt0169414,6,6
tt0515460,tt0169414,6,9
tt0515461,tt0169414,8,1
tt0515462,tt0169414,7,5
tt0515463,tt0169414,7,0
tt0515464,tt0169414,9,5
tt0515465,tt0169414,6,7
tt0515466,tt0169414,4,10
tt0515467,tt0169414,7,9
tt0515468,tt0169414,8,3
tt0515469,tt0169414,6,1
tt0515470,tt0169414,3,1
tt0515471,tt0400976,1,1
tt0515472,tt0400976,1,2
tt0515473,tt0400976,1,3
tt0515474,tt0400976,1,5
tt0515475,tt0400976,1,6
tt0515476,tt0400976,1,7
tt0515477,tt0400976,1,8
tt0515478,tt0400976,1,9
tt0515479,tt0400976,2,1
tt0515480,tt0400976,2,10
tt0515481,tt0400976,2,12
tt0515482,tt0400976,2,13
tt0515483,tt0400976,2,15
tt0515484,tt0400976,2,16
tt0515485,tt0400976,2,17
tt0515486,tt0400976,2,18
tt0515487,tt0400976,2,19
tt0515488,tt0400976,2,2
tt0515489,tt0400976,2,20
tt0515490,tt0400976,2,21
tt0515491,tt0400976,2,22
tt0515492,tt0400976,2,23
tt0515493,tt0400976,2,24
tt0515494,tt0400976,2,25
tt0515495,tt0400976,2,26
tt0515496,tt0400976,2,27
tt0515497,tt0400976,2,28
tt0515498,tt0400976,2,29
tt0515499,tt0400976,2,30
tt0515500,tt0400976,2,31
tt0515501,tt0400976,2,32
tt0515502,tt0400976,2,33
tt0515503,tt0400976,2,34
tt0515504,tt0400976,2,36
tt0515505,tt0400976,2,4
tt0515506,tt0400976,2,5
