MovieID,budget,company,companyID,country,director,genre,gross,Movie,rating,Released Date,runtime,score,Actor,votes,writer,year
The Dark Knight RisesChristian Bale2012,250000000,Warner Bros.,Warner Bros.UK,UK,Christopher Nolan,Action,448139099,The Dark Knight Rises,PG-13,7/20/2012,164,8.4,Christian Bale,1253772,Jonathan Nolan,2012
Django UnchainedJamie Foxx2012,100000000,The Weinstein Company,The Weinstein CompanyUSA,USA,Quentin Tarantino,Drama,162805434,Django Unchained,R,12/25/2012,165,8.4,Jamie Foxx,1070691,Quentin Tarantino,2012
The Hunger GamesJennifer Lawrence2012,78000000,Lionsgate,LionsgateUSA,USA,Gary Ross,Adventure,408010692,The Hunger Games,PG-13,3/23/2012,142,7.2,Jennifer Lawrence,748581,Gary Ross,2012
The AvengersRobert Downey Jr.2012,220000000,Marvel Studios,Marvel StudiosUSA,USA,Joss Whedon,Action,623357910,The Avengers,PG-13,5/4/2012,143,8.1,Robert Downey Jr.,1064633,Joss Whedon,2012
PrometheusNoomi Rapace2012,130000000,Twentieth Century Fox Film Corporation,Twentieth Century Fox Film CorporationUSA,USA,Ridley Scott,Adventure,126477084,Prometheus,R,6/8/2012,124,7,Noomi Rapace,503113,Jon Spaihts,2012
The Hobbit: An Unexpected JourneyMartin Freeman2012,180000000,New Line Cinema,New Line CinemaUSA,USA,Peter Jackson,Adventure,303003568,The Hobbit: An Unexpected Journey,PG-13,12/14/2012,169,7.9,Martin Freeman,680250,Fran Walsh,2012
Pitch PerfectAnna Kendrick2012,17000000,Brownstone Productions (II),Brownstone Productions (II)USA,USA,Jason Moore,Comedy,65001093,Pitch Perfect,PG-13,10/5/2012,112,7.2,Anna Kendrick,231932,Kay Cannon,2012
Jack ReacherTom Cruise2012,60000000,Paramount Pictures,Paramount PicturesUSA,USA,Christopher McQuarrie,Action,80070736,Jack Reacher,PG-13,12/21/2012,130,7,Tom Cruise,257474,Lee Child,2012
The Perks of Being a WallflowerLogan Lerman2012,13000000,Summit Entertainment,Summit EntertainmentUSA,USA,Stephen Chbosky,Drama,17738570,The Perks of Being a Wallflower,PG-13,10/12/2012,102,8,Logan Lerman,386932,Stephen Chbosky,2012
Cloud AtlasTom Hanks2012,102000000,Cloud Atlas Productions,Cloud Atlas ProductionsGermany,Germany,Tom Tykwer,Action,27108272,Cloud Atlas,R,10/26/2012,172,7.5,Tom Hanks,305013,David Mitchell,2012
The Twilight Saga: Breaking Dawn - Part 2Kristen Stewart2012,120000000,Summit Entertainment,Summit EntertainmentUSA,USA,Bill Condon,Adventure,292298923,The Twilight Saga: Breaking Dawn - Part 2,PG-13,11/16/2012,115,5.5,Kristen Stewart,197849,Melissa Rosenberg,2012
The Cabin in the WoodsKristen Connolly2012,30000000,Lionsgate,LionsgateUSA,USA,Drew Goddard,Horror,42073277,The Cabin in the Woods,R,4/13/2012,95,7,Kristen Connolly,304144,Joss Whedon,2012
Les MisérablesHugh Jackman2012,61000000,Working Title Films,Working Title FilmsUK,UK,Tom Hooper,Drama,148809770,Les Misérables,PG-13,12/25/2012,158,7.6,Hugh Jackman,262187,William Nicholson,2012
Moonrise KingdomJared Gilman2012,16000000,Indian Paintbrush,Indian PaintbrushUSA,USA,Wes Anderson,Adventure,45512466,Moonrise Kingdom,PG-13,6/29/2012,94,7.8,Jared Gilman,261362,Wes Anderson,2012
SkyfallDaniel Craig2012,200000000,Eon Productions,Eon ProductionsUK,UK,Sam Mendes,Action,304360277,Skyfall,PG-13,11/9/2012,143,7.8,Daniel Craig,556275,Ian Fleming,2012
21 Jump StreetJonah Hill2012,42000000,Columbia Pictures,Columbia PicturesUSA,USA,Phil Lord,Action,138447667,21 Jump Street,R,3/16/2012,110,7.2,Jonah Hill,441919,Michael Bacall,2012
BattleshipAlexander Skarsgård2012,209000000,Universal Pictures,Universal PicturesUSA,USA,Peter Berg,Action,65422625,Battleship,PG-13,5/18/2012,131,5.8,Alexander Skarsgård,213632,Jon Hoeber,2012
LooperJoseph Gordon-Levitt2012,30000000,Endgame Entertainment,Endgame EntertainmentUSA,USA,Rian Johnson,Action,66486205,Looper,R,9/28/2012,113,7.4,Joseph Gordon-Levitt,461775,Rian Johnson,2012
Zero Dark ThirtyJessica Chastain2012,40000000,Columbia Pictures,Columbia PicturesUSA,USA,Kathryn Bigelow,Drama,95720716,Zero Dark Thirty,R,1/11/2013,157,7.4,Jessica Chastain,231134,Mark Boal,2012
Snow White and the HuntsmanKristen Stewart2012,170000000,Roth Films,Roth FilmsUSA,USA,Rupert Sanders,Action,155332381,Snow White and the Huntsman,PG-13,6/1/2012,127,6.1,Kristen Stewart,243327,Evan Daugherty,2012
Silver Linings PlaybookBradley Cooper2012,21000000,The Weinstein Company,The Weinstein CompanyUSA,USA,David O. Russell,Comedy,132092958,Silver Linings Playbook,R,12/25/2012,122,7.8,Bradley Cooper,575513,David O. Russell,2012
American ReunionJason Biggs2012,50000000,Universal Pictures,Universal PicturesUSA,USA,Jon Hurwitz,Comedy,57011521,American Reunion,R,4/6/2012,113,6.7,Jason Biggs,181067,Jon Hurwitz,2012
Dark ShadowsJohnny Depp2012,150000000,Warner Bros.,Warner Bros.USA,USA,Tim Burton,Comedy,79727149,Dark Shadows,PG-13,5/11/2012,113,6.2,Johnny Depp,213561,Seth Grahame-Smith,2012
Anna KareninaKeira Knightley2012,0,Universal Pictures,Universal PicturesUK,UK,Joe Wright,Drama,12816367,Anna Karenina,R,3/1/2013,129,6.6,Keira Knightley,77083,Tom Stoppard,2012
The Amazing Spider-ManAndrew Garfield2012,230000000,Columbia Pictures,Columbia PicturesUSA,USA,Marc Webb,Action,262030663,The Amazing Spider-Man,PG-13,7/3/2012,136,7,Andrew Garfield,484931,James Vanderbilt,2012
The Place Beyond the PinesRyan Gosling2012,15000000,Sidney Kimmel Entertainment,Sidney Kimmel EntertainmentUSA,USA,Derek Cianfrance,Crime,21383298,The Place Beyond the Pines,R,4/19/2013,140,7.3,Ryan Gosling,205530,Derek Cianfrance,2012
ArgoBen Affleck2012,44500000,Warner Bros.,Warner Bros.USA,USA,Ben Affleck,Adventure,136025503,Argo,R,10/12/2012,120,7.7,Ben Affleck,491286,Chris Terrio,2012
The HuntMads Mikkelsen2012,3800000,Danmarks Radio (DR),Danmarks Radio (DR)Denmark,Denmark,Thomas Vinterberg,Drama,687185,The Hunt,R,12/21/2012,115,8.3,Mads Mikkelsen,201299,Tobias Lindholm,2012
Magic MikeChanning Tatum2012,7000000,Iron Horse Entertainment (II),Iron Horse Entertainment (II)USA,USA,Steven Soderbergh,Comedy,113721571,Magic Mike,R,6/29/2012,110,6.1,Channing Tatum,115818,Reid Carolin,2012
The Bourne LegacyJeremy Renner2012,125000000,Universal Pictures,Universal PicturesUSA,USA,Tony Gilroy,Action,113203870,The Bourne Legacy,PG-13,8/10/2012,135,6.7,Jeremy Renner,250175,Tony Gilroy,2012
The ImpossibleNaomi Watts2012,45000000,Mediaset España,Mediaset EspañaSpain,Spain,J.A. Bayona,Drama,19019882,The Impossible,PG-13,1/4/2013,114,7.6,Naomi Watts,160833,Sergio G. Sánchez,2012
Spring BreakersVanessa Hudgens2012,5000000,Muse Productions,Muse ProductionsUSA,USA,Harmony Korine,Crime,14123773,Spring Breakers,R,3/22/2013,94,5.3,Vanessa Hudgens,116309,Harmony Korine,2012
Wreck-It RalphJohn C. Reilly2012,165000000,Walt Disney Animation Studios,Walt Disney Animation StudiosUSA,USA,Rich Moore,Animation,189422889,Wreck-It Ralph,PG,11/2/2012,101,7.7,John C. Reilly,298207,Rich Moore,2012
BraveKelly Macdonald2012,185000000,Walt Disney Pictures,Walt Disney PicturesUSA,USA,Mark Andrews,Animation,237283207,Brave,PG,6/22/2012,93,7.2,Kelly Macdonald,302017,Brenda Chapman,2012
DreddKarl Urban2012,35000000,DNA Films,DNA FilmsUK,UK,Pete Travis,Action,13414714,Dredd,R,9/21/2012,95,7.1,Karl Urban,218179,John Wagner,2012
LawlessTom Hardy2012,26000000,The Weinstein Company,The Weinstein CompanyUSA,USA,John Hillcoat,Crime,37400127,Lawless,R,8/29/2012,116,7.3,Tom Hardy,199327,Nick Cave,2012
SinisterEthan Hawke2012,3000000,Alliance Films,Alliance FilmsUSA,USA,Scott Derrickson,Horror,48086903,Sinister,R,10/12/2012,110,6.8,Ethan Hawke,177787,Scott Derrickson,2012
John CarterTaylor Kitsch2012,250000000,Walt Disney Pictures,Walt Disney PicturesUSA,USA,Andrew Stanton,Action,73078100,John Carter,PG-13,3/9/2012,132,6.6,Taylor Kitsch,224234,Andrew Stanton,2012
LincolnDaniel Day-Lewis2012,65000000,DreamWorks,DreamWorksUSA,USA,Steven Spielberg,Biography,182207973,Lincoln,PG-13,11/16/2012,150,7.4,Daniel Day-Lewis,211227,Tony Kushner,2012
Rock of AgesJulianne Hough2012,75000000,New Line Cinema,New Line CinemaUSA,USA,Adam Shankman,Comedy,38518613,Rock of Ages,PG-13,6/15/2012,123,5.9,Julianne Hough,65550,Justin Theroux,2012
Men in Black 3Will Smith2012,225000000,Columbia Pictures,Columbia PicturesUSA,USA,Barry Sonnenfeld,Action,179020854,Men in Black 3,PG-13,5/25/2012,100,6.8,Will Smith,282995,Etan Cohen,2012
FlightDenzel Washington2012,31000000,Paramount Pictures,Paramount PicturesUSA,USA,Robert Zemeckis,Drama,93772375,Flight,R,11/2/2012,138,7.3,Denzel Washington,280858,John Gatins,2012
TedMark Wahlberg2012,50000000,Universal Pictures,Universal PicturesUSA,USA,Seth MacFarlane,Comedy,218815487,Ted,R,6/29/2012,106,7,Mark Wahlberg,503464,Seth MacFarlane,2012
The MasterPhilip Seymour Hoffman2012,32000000,The Weinstein Company,The Weinstein CompanyUSA,USA,Paul Thomas Anderson,Drama,16377274,The Master,R,9/21/2012,144,7.1,Philip Seymour Hoffman,116047,Paul Thomas Anderson,2012
End of WatchJake Gyllenhaal2012,7000000,Exclusive Media Group,Exclusive Media GroupUSA,USA,David Ayer,Action,41003371,End of Watch,R,9/21/2012,109,7.7,Jake Gyllenhaal,196450,David Ayer,2012
Life of PiSuraj Sharma2012,120000000,Fox 2000 Pictures,Fox 2000 PicturesUSA,USA,Ang Lee,Adventure,124987023,Life of Pi,PG,11/21/2012,127,7.9,Suraj Sharma,482766,Yann Martel,2012
Hotel TransylvaniaAdam Sandler2012,85000000,Columbia Pictures,Columbia PicturesUSA,USA,Genndy Tartakovsky,Animation,148313048,Hotel Transylvania,PG,9/28/2012,91,7.1,Adam Sandler,180944,Peter Baynham,2012
This Means WarReese Witherspoon2012,65000000,Overbrook Entertainment,Overbrook EntertainmentUSA,USA,McG,Action,54760791,This Means War,PG-13,2/17/2012,97,6.3,Reese Witherspoon,157282,Timothy Dowling,2012
That's My BoyAdam Sandler2012,70000000,Columbia Pictures,Columbia PicturesUSA,USA,Sean Anders,Comedy,36931089,That's My Boy,R,6/15/2012,116,5.6,Adam Sandler,76035,David Caspe,2012
The VowRachel McAdams2012,30000000,Screen Gems,Screen GemsUSA,USA,Michael Sucsy,Drama,125014030,The Vow,PG-13,2/10/2012,104,6.8,Rachel McAdams,159841,Abby Kohn,2012
Project XThomas Mann2012,12000000,Green Hat Films,Green Hat FilmsUSA,USA,Nima Nourizadeh,Comedy,54731865,Project X,R,3/2/2012,88,6.7,Thomas Mann,166912,Matt Drake,2012
Total RecallColin Farrell2012,125000000,Total Recall,Total RecallUSA,USA,Len Wiseman,Action,58877969,Total Recall,PG-13,8/3/2012,118,6.3,Colin Farrell,214699,Kurt Wimmer,2012
SavagesAaron Taylor-Johnson2012,45000000,Ixtlan,IxtlanUSA,USA,Oliver Stone,Crime,47382068,Savages,R,7/6/2012,131,6.5,Aaron Taylor-Johnson,109373,Shane Salerno,2012
The DictatorSacha Baron Cohen2012,65000000,Paramount Pictures,Paramount PicturesUSA,USA,Larry Charles,Comedy,59650222,The Dictator,R,5/16/2012,83,6.4,Sacha Baron Cohen,230068,Sacha Baron Cohen,2012
Seven PsychopathsColin Farrell2012,15000000,CBS Films,CBS FilmsUK,UK,Martin McDonagh,Comedy,15024049,Seven Psychopaths,R,10/12/2012,110,7.2,Colin Farrell,200857,Martin McDonagh,2012
The First TimeDylan O'Brien2012,2000000,Samuel Goldwyn Films,Samuel Goldwyn FilmsUSA,USA,Jon Kasdan,Comedy,17061,The First Time,PG-13,2/7/2013,95,6.9,Dylan O'Brien,55742,Jon Kasdan,2012
This Is 40Paul Rudd2012,35000000,Apatow Productions,Apatow ProductionsUSA,USA,Judd Apatow,Comedy,67544505,This Is 40,R,12/21/2012,134,6.2,Paul Rudd,109844,Judd Apatow,2012
The Lucky OneZac Efron2012,25000000,Warner Bros.,Warner Bros.USA,USA,Scott Hicks,Drama,60457138,The Lucky One,PG-13,4/20/2012,101,6.5,Zac Efron,85269,Will Fetters,2012
Rise of the GuardiansHugh Jackman2012,145000000,DreamWorks Animation,DreamWorks AnimationUSA,USA,Peter Ramsey,Animation,103412758,Rise of the Guardians,PG,11/21/2012,97,7.3,Hugh Jackman,133291,David Lindsay-Abaire,2012
Furia de Titanes 2Sam Worthington2012,150000000,Warner Bros.,Warner Bros.Spain,Spain,Jonathan Liebesman,Action,83670083,Furia de Titanes 2,PG-13,3/30/2012,99,5.8,Sam Worthington,161836,Dan Mazeau,2012
Journey 2: The Mysterious IslandJosh Hutcherson2012,79000000,New Line Cinema,New Line CinemaUSA,USA,Brad Peyton,Action,103860290,Journey 2: The Mysterious Island,PG,2/10/2012,94,5.8,Josh Hutcherson,73718,Brian Gunn,2012
Terror en Silent Hill 2: la revelaciónAdelaide Clemens2012,20000000,Davis-Films,Davis-FilmsCanada,Canada,Michael J. Bassett,Adventure,17529157,Terror en Silent Hill 2: la revelación,R,10/26/2012,95,5,Adelaide Clemens,53080,Michael J. Bassett,2012
Protegiendo al enemigoDenzel Washington2012,85000000,Universal Pictures,Universal PicturesSouth Africa,South Africa,Daniel Espinosa,Action,126373434,Protegiendo al enemigo,R,2/10/2012,115,6.8,Denzel Washington,177666,David Guggenheim,2012
Ruby SparksPaul Dano2012,8000000,Fox Searchlight Pictures,Fox Searchlight PicturesUSA,USA,Jonathan Dayton,Comedy,2540106,Ruby Sparks,R,11/30/2012,100,7.2,Paul Dano,84963,Zoe Kazan,2012
MudMatthew McConaughey2012,10000000,Lionsgate,LionsgateUSA,USA,Jeff Nichols,Drama,21590086,Mud,PG-13,5/10/2013,130,7.4,Matthew McConaughey,146045,Jeff Nichols,2012
Underworld AwakeningKate Beckinsale2012,70000000,Screen Gems,Screen GemsUSA,USA,Måns Mårlind,Action,62321039,Underworld Awakening,R,1/20/2012,88,6.4,Kate Beckinsale,129757,Len Wiseman,2012
The Expendables 2Sylvester Stallone2012,100000000,Millennium Films,Millennium FilmsUSA,USA,Simon West,Action,85017401,The Expendables 2,R,8/17/2012,103,6.6,Sylvester Stallone,261485,Richard Wenk,2012
Resident Evil: RetributionMilla Jovovich2012,65000000,Constantin Film International,Constantin Film InternationalGermany,Germany,Paul W.S. Anderson,Action,42345531,Resident Evil: Retribution,R,9/14/2012,95,5.4,Milla Jovovich,116830,Paul W.S. Anderson,2012
Stuck in LoveGreg Kinnear2012,0,Informant Media,Informant MediaUSA,USA,Josh Boone,Comedy,78950,Stuck in Love,R,5/2/2013,97,7.3,Greg Kinnear,72452,Josh Boone,2012
What to Expect When You're ExpectingCameron Diaz2012,40000000,Lionsgate,LionsgateUSA,USA,Kirk Jones,Comedy,41152203,What to Expect When You're Expecting,PG-13,5/18/2012,110,5.7,Cameron Diaz,61163,Shauna Cross,2012
Búsqueda implacable 2Liam Neeson2012,45000000,EuropaCorp,EuropaCorpFrance,France,Olivier Megaton,Action,139854287,Búsqueda implacable 2,PG-13,10/5/2012,92,6.3,Liam Neeson,254843,Luc Besson,2012
BacheloretteKirsten Dunst2012,3000000,Gary Sanchez Productions,Gary Sanchez ProductionsUSA,USA,Leslye Headland,Comedy,447954,Bachelorette,R,7/12/2013,87,5.3,Kirsten Dunst,39857,Leslye Headland,2012
ChronicleDane DeHaan2012,12000000,Twentieth Century Fox Film Corporation,Twentieth Century Fox Film CorporationUSA,USA,Josh Trank,Sci-Fi,64575175,Chronicle,PG-13,2/3/2012,89,7.1,Dane DeHaan,216523,Max Landis,2012
The Woman in BlackDaniel Radcliffe2012,17000000,Cross Creek Pictures,Cross Creek PicturesUK,UK,James Watkins,Drama,54333290,The Woman in Black,PG-13,2/3/2012,95,6.4,Daniel Radcliffe,153960,Susan Hill,2012
The Five-Year EngagementJason Segel2012,30000000,Universal Pictures,Universal PicturesUSA,USA,Nicholas Stoller,Comedy,28835528,The Five-Year Engagement,R,4/27/2012,124,6.2,Jason Segel,83021,Jason Segel,2012
V/H/SCalvin Reeder2012,0,8383 Productions,8383 ProductionsUSA,USA,Matt Bettinelli-Olpin,Horror,99770,V/H/S,R,1/25/2013,116,5.8,Calvin Reeder,48578,Brad Miska,2012
The Man with the Iron FistsRussell Crowe2012,15000000,Arcade Pictures,Arcade PicturesUSA,USA,RZA,Action,15634090,The Man with the Iron Fists,R,11/2/2012,95,5.4,Russell Crowe,55782,RZA,2012
Abraham Lincoln: Vampire HunterBenjamin Walker2012,69000000,Abraham Productions,Abraham ProductionsUSA,USA,Timur Bekmambetov,Action,37519139,Abraham Lincoln: Vampire Hunter,R,6/22/2012,105,5.9,Benjamin Walker,135188,Seth Grahame-Smith,2012
The Cold Light of DayHenry Cavill2012,20000000,Summit Entertainment,Summit EntertainmentUSA,USA,Mabrouk El Mechri,Action,3749061,The Cold Light of Day,PG-13,9/7/2012,93,4.9,Henry Cavill,30822,Scott Wiper,2012
House at the End of the StreetJennifer Lawrence2012,6900000,Relativity Media,Relativity MediaCanada,Canada,Mark Tonderai,Drama,31611916,House at the End of the Street,PG-13,9/21/2012,101,5.6,Jennifer Lawrence,62147,David Loucka,2012
On the RoadSam Riley2012,25000000,MK2 Productions,MK2 ProductionsFrance,France,Walter Salles,Adventure,717753,On the Road,R,5/23/2012,124,6.1,Sam Riley,35540,Jack Kerouac,2012
The WordsBradley Cooper2012,6000000,Also Known As Pictures,Also Known As PicturesUSA,USA,Brian Klugman,Drama,11494838,The Words,PG-13,9/7/2012,102,7.1,Bradley Cooper,64718,Brian Klugman,2012
Red DawnChris Hemsworth2012,65000000,FilmDistrict,FilmDistrictUSA,USA,Dan Bradley,Action,44806783,Red Dawn,PG-13,11/21/2012,93,5.4,Chris Hemsworth,65454,Carl Ellsworth,2012
The IcemanMichael Shannon2012,10000000,Bleiberg Entertainment,Bleiberg EntertainmentUSA,USA,Ariel Vromen,Action,1939441,The Iceman,R,10/18/2013,106,6.9,Michael Shannon,60121,Morgan Land,2012
The LoraxZac Efron2012,70000000,Universal Pictures,Universal PicturesUSA,USA,Chris Renaud,Animation,214030500,The Lorax,PG,3/2/2012,86,6.4,Zac Efron,83314,Dr. Seuss,2012
The RavenJohn Cusack2012,26000000,Intrepid Pictures,Intrepid PicturesUSA,USA,James McTeigue,Crime,16008272,The Raven,R,4/27/2012,110,6.4,John Cusack,76320,Hannah Shakespeare,2012
Rust and BoneMarion Cotillard2012,0,Why Not Productions,Why Not ProductionsFrance,France,Jacques Audiard,Drama,2061449,Rust and Bone,R,5/17/2012,120,7.5,Marion Cotillard,53846,Jacques Audiard,2012
Man on a LedgeSam Worthington2012,42000000,Summit Entertainment,Summit EntertainmentUSA,USA,Asger Leth,Action,18620000,Man on a Ledge,PG-13,1/27/2012,102,6.6,Sam Worthington,131006,Pablo F. Fenjves,2012
ManiacElijah Wood2012,6000000,La Petite Reine,La Petite ReineFrance,France,Franck Khalfoun,Horror,20551,Maniac,NOT RATED,1/2/2013,89,6.1,Elijah Wood,29681,Alexandre Aja,2012
Seeking a Friend for the End of the WorldSteve Carell2012,10000000,Focus Features,Focus FeaturesUSA,USA,Lorene Scafaria,Adventure,6619173,Seeking a Friend for the End of the World,R,6/22/2012,101,6.7,Steve Carell,95050,Lorene Scafaria,2012
LOLMiley Cyrus2012,11000000,Double Feature Films,Double Feature FilmsUSA,USA,Lisa Azuelos,Comedy,46500,LOL,PG-13,9/14/2012,97,4.3,Miley Cyrus,47937,Lisa Azuelos,2012
Mirror MirrorLily Collins2012,85000000,Relativity Media,Relativity MediaUSA,USA,Tarsem Singh,Adventure,64935167,Mirror Mirror,PG,3/30/2012,106,5.6,Lily Collins,74728,Marc Klein,2012
A Royal AffairAlicia Vikander2012,0,Zentropa Entertainments,Zentropa EntertainmentsDenmark,Denmark,Nikolaj Arcel,Biography,1546761,A Royal Affair,R,3/8/2013,137,7.6,Alicia Vikander,37338,Bodil Steensen-Leth,2012
LockoutGuy Pearce2012,20000000,EuropaCorp,EuropaCorpFrance,France,James Mather,Action,14326864,Lockout,PG-13,4/13/2012,95,6.1,Guy Pearce,85680,Stephen St. Leger,2012
ParaNormanKodi Smit-McPhee2012,60000000,Focus Features,Focus FeaturesUSA,USA,Chris Butler,Animation,56003051,ParaNorman,PG,8/17/2012,92,7,Kodi Smit-McPhee,79594,Chris Butler,2012
Trouble with the CurveClint Eastwood2012,60000000,Warner Bros.,Warner Bros.USA,USA,Robert Lorenz,Drama,35763137,Trouble with the Curve,PG-13,9/21/2012,111,6.8,Clint Eastwood,51704,Randy Brown,2012
Frances HaGreta Gerwig2012,0,RT Features,RT FeaturesUSA,USA,Noah Baumbach,Comedy,4063238,Frances Ha,R,8/23/2013,86,7.4,Greta Gerwig,50014,Noah Baumbach,2012
One for the MoneyKatherine Heigl2012,40000000,Lakeshore Entertainment,Lakeshore EntertainmentUSA,USA,Julie Anne Robinson,Action,26414527,One for the Money,PG-13,1/27/2012,91,5.3,Katherine Heigl,36211,Stacy Sherman,2012
Killing Them SoftlyBrad Pitt2012,15000000,Plan B Entertainment,Plan B EntertainmentUSA,USA,Andrew Dominik,Crime,15026056,Killing Them Softly,R,11/30/2012,97,6.2,Brad Pitt,117806,Andrew Dominik,2012
Ice Age: Continental DriftRay Romano2012,95000000,Blue Sky Studios,Blue Sky StudiosUSA,USA,Steve Martino,Animation,161321843,Ice Age: Continental Drift,PG,7/13/2012,88,6.6,Ray Romano,158545,Michael Berg,2012
Here Comes the BoomKevin James2012,42000000,Columbia Pictures,Columbia PicturesUSA,USA,Frank Coraci,Action,45290318,Here Comes the Boom,PG,10/12/2012,105,6.4,Kevin James,77895,Allan Loeb,2012
Red LightsSigourney Weaver2012,0,Millennium Films,Millennium FilmsSpain,Spain,Rodrigo Cortés,Drama,52624,Red Lights,R,9/7/2012,114,6.2,Sigourney Weaver,51697,Rodrigo Cortés,2012
Piranha 3DDDanielle Panabaker2012,5000000,Dimension Films,Dimension FilmsUSA,USA,John Gulager,Comedy,376512,Piranha 3DD,R,5/11/2012,83,3.8,Danielle Panabaker,34111,Patrick Melton,2012
SafeJason Statham2012,30000000,IM Global,IM GlobalUSA,USA,Boaz Yakin,Action,17142080,Safe,R,4/27/2012,94,6.5,Jason Statham,89887,Boaz Yakin,2012
Act of ValorAlex Veadov2012,12000000,Relativity Media,Relativity MediaUSA,USA,Mike McCoy,Action,70012847,Act of Valor,R,2/24/2012,110,6.5,Alex Veadov,60703,Kurt Johnstad,2012
The Lords of SalemSheri Moon Zombie2012,2500000,Alliance,AllianceUSA,USA,Rob Zombie,Horror,1163508,The Lords of Salem,R,4/18/2013,101,5.1,Sheri Moon Zombie,22611,Rob Zombie,2012
The ABCs of DeathIngrid Bolsø Berdal2012,0,Magnet Releasing,Magnet ReleasingUSA,USA,Kaare Andrews,Comedy,21660,The ABCs of Death,NOT RATED,4/26/2013,129,4.7,Ingrid Bolsø Berdal,15544,Ant Timpson,2012
The Three StoogesSean Hayes2012,0,Twentieth Century Fox Film Corporation,Twentieth Century Fox Film CorporationUSA,USA,Bobby Farrelly,Comedy,44338224,The Three Stooges,PG,4/13/2012,92,5.1,Sean Hayes,26808,Mike Cerrone,2012
StolenNicolas Cage2012,35000000,Millennium Films,Millennium FilmsUSA,USA,Simon West,Action,304318,Stolen,R,4/5/2013,96,5.5,Nicolas Cage,39133,David Guggenheim,2012
"Pasión, un asesinato perfectoRachel McAdams2012",20000000,SBS Productions,SBS ProductionsFrance,France,Brian De Palma,Mystery,91186,"Pasión, un asesinato perfecto",R,8/30/2013,102,5.3,Rachel McAdams,18303,Brian De Palma,2012
ContrabandMark Wahlberg2012,25000000,Universal Pictures,Universal PicturesUSA,USA,Baltasar Kormákur,Action,66528000,Contraband,R,1/13/2012,109,6.5,Mark Wahlberg,106160,Aaron Guzikowski,2012
The PaperboyMatthew McConaughey2012,12500000,Millennium Films,Millennium FilmsUSA,USA,Lee Daniels,Drama,692640,The Paperboy,R,9/6/2013,107,5.8,Matthew McConaughey,30992,Peter Dexter,2012
WanderlustJennifer Aniston2012,0,A Hot Dog,A Hot DogUSA,USA,David Wain,Comedy,17225675,Wanderlust,R,2/24/2012,98,5.6,Jennifer Aniston,65388,David Wain,2012
AmourJean-Louis Trintignant2012,8900000,Les Films du Losange,Les Films du LosangeAustria,Austria,Michael Haneke,Drama,6739492,Amour,PG-13,9/20/2012,127,7.9,Jean-Louis Trintignant,77023,Michael Haneke,2012
The PossessionNatasha Calis2012,14000000,Ghost House Pictures,Ghost House PicturesUSA,USA,Ole Bornedal,Horror,49130154,The Possession,PG-13,8/31/2012,92,5.9,Natasha Calis,50230,Juliet Snowden,2012
Madagascar 3: Europe's Most WantedBen Stiller2012,145000000,DreamWorks Animation,DreamWorks AnimationUSA,USA,Eric Darnell,Animation,216391482,Madagascar 3: Europe's Most Wanted,PG,6/8/2012,100,6.9,Ben Stiller,130435,Eric Darnell,2012
FrankenweenieWinona Ryder2012,39000000,Walt Disney Pictures,Walt Disney PicturesUSA,USA,Tim Burton,Animation,35291068,Frankenweenie,PG,10/5/2012,87,7,Winona Ryder,81006,Leonard Ripps,2012
The WatchBen Stiller2012,68000000,Twentieth Century Fox Film Corporation,Twentieth Century Fox Film CorporationUSA,USA,Akiva Schaffer,Action,35353000,The Watch,R,7/27/2012,102,5.7,Ben Stiller,109650,Jared Stern,2012
To the WonderBen Affleck2012,0,Brothers K Productions,Brothers K ProductionsUSA,USA,Terrence Malick,Drama,586293,To the Wonder,R,8/16/2013,112,5.9,Ben Affleck,23334,Terrence Malick,2012
To Rome with LoveWoody Allen2012,0,Medusa Film,Medusa FilmUSA,USA,Woody Allen,Comedy,16685867,To Rome with Love,R,7/6/2012,112,6.3,Woody Allen,73659,Woody Allen,2012
Think Like a ManChris Brown2012,12000000,Screen Gems,Screen GemsUSA,USA,Tim Story,Comedy,91547205,Think Like a Man,PG-13,4/20/2012,100,6.6,Chris Brown,36989,Keith Merryman,2012
The CampaignWill Ferrell2012,95000000,Warner Bros.,Warner Bros.USA,USA,Jay Roach,Comedy,86907746,The Campaign,R,8/10/2012,85,6.1,Will Ferrell,112145,Chris Henchy,2012
ByzantiumSaoirse Ronan2012,0,Demarest Films,Demarest FilmsUK,UK,Neil Jordan,Drama,84293,Byzantium,R,5/31/2013,118,6.5,Saoirse Ronan,34757,Moira Buffini,2012
People Like UsChris Pine2012,16000000,DreamWorks,DreamWorksUSA,USA,Alex Kurtzman,Comedy,12412386,People Like Us,PG-13,6/29/2012,100,7.1,Chris Pine,36565,Alex Kurtzman,2012
Safety Not GuaranteedAubrey Plaza2012,750000,FilmDistrict,FilmDistrictUSA,USA,Colin Trevorrow,Comedy,4010957,Safety Not Guaranteed,R,10/18/2012,100,7,Aubrey Plaza,106586,Derek Connolly,2012
About CherryAshley Hinshaw2012,2500000,Enderby Entertainment,Enderby EntertainmentUSA,USA,Stephen Elliott,Drama,2760,About Cherry,R,8/9/2012,98,4.8,Ashley Hinshaw,8592,Stephen Elliott,2012
