MovieID,budget,company,companyID,country,director,genre,gross,Movie,rating,Released Date,runtime,score,Actor,votes,writer,year
SuffragetteCarey Mulligan2015,14000000,Ruby Films,Ruby FilmsUK,UK,Sarah Gavron,Biography,4693356,Suffragette,PG-13,12/11/2015,106,6.9,Carey Mulligan,28377,Abi Morgan,2015
MaxThomas Haden Church2015,20000000,Metro-Goldwyn-Mayer (MGM),Metro-Goldwyn-Mayer (MGM)USA,USA,Boaz Yakin,Adventure,42652003,Max,PG,6/26/2015,111,6.8,Thomas Haden Church,22181,Boaz Yakin,2015
RememberChristopher Plummer2015,0,Serendipity Point Films,Serendipity Point FilmsCanada,Canada,Atom Egoyan,Drama,637555,Remember,R,12/17/2015,94,7.4,Christopher Plummer,14266,Benjamin August,2015
Baahubali: The BeginningPrabhas2015,18026148,Arka Mediaworks,Arka MediaworksIndia,India,S.S. Rajamouli,Action,6738000,Baahubali: The Beginning,Not specified,7/9/2015,159,8.2,Prabhas,81329,Vijayendra Prasad,2015
The Lazarus EffectOlivia Wilde2015,3300000,Blumhouse Productions,Blumhouse ProductionsUSA,USA,David Gelb,Horror,25799043,The Lazarus Effect,PG-13,2/27/2015,83,5.2,Olivia Wilde,32659,Luke Dawson,2015
Maggie's PlanGreta Gerwig2015,0,Franklin Street,Franklin StreetUSA,USA,Rebecca Miller,Comedy,3351230,Maggie's Plan,R,4/27/2016,98,6.2,Greta Gerwig,10929,Rebecca Miller,2015
The LureMarta Mazurek2015,0,Wytwórnia Filmów Dokumentalnych i Fabularnych (WFDiF),Wytwórnia Filmów Dokumentalnych i Fabularnych (WFDiF)Poland,Poland,Agnieszka Smoczynska,Comedy,98818,The Lure,NOT RATED,12/25/2015,92,6.3,Marta Mazurek,2000,Robert Bolesto,2015
Turbo KidMunro Chambers2015,0,EMA Films,EMA FilmsCanada,Canada,François Simard,Action,50000,Turbo Kid,UNRATED,8/28/2015,93,6.7,Munro Chambers,20452,François Simard,2015
"McFarland, USAKevin Costner2015",17000000,Mayhem Pictures,Mayhem PicturesUSA,USA,Niki Caro,Biography,44469602,"McFarland, USA",PG,2/20/2015,129,7.4,Kevin Costner,27814,Christopher Cleveland,2015
ManifestoCate Blanchett2015,0,Bayerischer Rundfunk (BR),Bayerischer Rundfunk (BR)Germany,Germany,Julian Rosefeldt,Drama,143656,Manifesto,NOT RATED,11/23/2017,95,7.2,Cate Blanchett,1314,Julian Rosefeldt,2015
Dragon BladeJackie Chan2015,65000000,Sparkle Roll Media,Sparkle Roll MediaChina,China,Daniel Lee,Action,74068,Dragon Blade,R,9/4/2015,127,6.1,Jackie Chan,14229,Daniel Lee,2015
KrishaKrisha Fairchild2015,0,Hoody Boy Productions,Hoody Boy ProductionsUSA,USA,Trey Edward Shults,Drama,140779,Krisha,R,3/18/2016,83,7.1,Krisha Fairchild,4086,Trey Edward Shults,2015
Mr. HolmesIan McKellen2015,10000000,Miramax,MiramaxUK,UK,Bill Condon,Drama,17737646,Mr. Holmes,PG,7/24/2015,104,6.9,Ian McKellen,51307,Mitch Cullin,2015
The Girl in the BookEmily VanCamp2015,0,Varient,VarientUSA,USA,Marya Cohn,Drama,5249,The Girl in the Book,NOT RATED,12/11/2015,86,6.2,Emily VanCamp,3075,Marya Cohn,2015
DesiertoGael García Bernal2015,3000000,Esperanto Kino,Esperanto KinoMexico,Mexico,Jonás Cuarón,Drama,1828933,Desierto,R,4/15/2016,88,6,Gael García Bernal,6253,Jonás Cuarón,2015
Love the CoopersSteve Martin2015,17000000,CBS Films,CBS FilmsUSA,USA,Jessie Nelson,Comedy,26284475,Love the Coopers,PG-13,11/13/2015,107,5.7,Steve Martin,13475,Steven Rogers,2015
Jenny's WeddingKatherine Heigl2015,0,MM Productions,MM ProductionsUSA,USA,Mary Agnes Donoghue,Comedy,2254,Jenny's Wedding,PG-13,7/31/2015,94,5.5,Katherine Heigl,7852,Mary Agnes Donoghue,2015
The Peanuts MovieNoah Schnapp2015,99000000,Twentieth Century Fox Animation,Twentieth Century Fox AnimationUSA,USA,Steve Martino,Animation,130178411,The Peanuts Movie,G,11/6/2015,88,7.1,Noah Schnapp,34889,Craig Schulz,2015
Ip Man 3Donnie Yen2015,36000000,Dreams Salon Entertainment Culture,Dreams Salon Entertainment CultureChina,China,Wilson Yip,Action,2679437,Ip Man 3,PG-13,12/24/2015,105,7.1,Donnie Yen,31713,Tai-lee Chan,2015
SynchronicityChad McKnight2015,0,POP Films,POP FilmsUSA,USA,Jacob Gentry,Drama,4267,Synchronicity,R,1/22/2016,101,5.5,Chad McKnight,7562,Jacob Gentry,2015
Danny CollinsAl Pacino2015,10000000,Big Indie Pictures,Big Indie PicturesUSA,USA,Dan Fogelman,Comedy,5348317,Danny Collins,R,4/10/2015,106,7,Al Pacino,24666,Dan Fogelman,2015
The Perfect GuySanaa Lathan2015,12000000,Rocklin \ Faust,Rocklin \ FaustUSA,USA,David M. Rosenthal,Drama,57017904,The Perfect Guy,PG-13,9/11/2015,100,5.6,Sanaa Lathan,7922,Alan B. McElroy,2015
Mustang: belleza salvajeGünes Sensoy2015,0,CG Cinéma,CG CinémaFrance,France,Deniz Gamze Ergüven,Drama,845464,Mustang: belleza salvaje,PG-13,2/5/2016,97,7.7,Günes Sensoy,25260,Deniz Gamze Ergüven,2015
Strange MagicEvan Rachel Wood2015,0,Filmbox,FilmboxUSA,USA,Gary Rydstrom,Animation,12427046,Strange Magic,PG,1/23/2015,99,5.8,Evan Rachel Wood,8009,David Berenbaum,2015
The Family FangJason Bateman2015,0,Aggregate Films,Aggregate FilmsUSA,USA,Jason Bateman,Comedy,240067,The Family Fang,R,5/6/2016,105,6.1,Jason Bateman,5585,Kevin Wilson,2015
El hijo de SaúlGéza Röhrig2015,0,Laokoon Filmgroup,Laokoon FilmgroupHungary,Hungary,László Nemes,Drama,1777043,El hijo de Saúl,R,2/26/2016,107,7.5,Géza Röhrig,32339,László Nemes,2015
I Saw the LightTom Hiddleston2015,13000000,Bron Studios,Bron StudiosUSA,USA,Marc Abraham,Biography,1646468,I Saw the Light,R,4/1/2016,123,5.7,Tom Hiddleston,4460,Marc Abraham,2015
Miss You AlreadyDrew Barrymore2015,0,S Films,S FilmsUK,UK,Catherine Hardwicke,Comedy,1162653,Miss You Already,PG-13,9/25/2015,112,6.8,Drew Barrymore,12743,Morwenna Banks,2015
3 GenerationsNaomi Watts2015,5000000,Big Beach Films,Big Beach FilmsUSA,USA,Gaby Dellal,Drama,66371,3 Generations,PG-13,9/29/2016,92,5.6,Naomi Watts,2608,Nikole Beckwith,2015
StrangerlandNicole Kidman2015,10000000,Worldview Entertainment,Worldview EntertainmentIreland,Ireland,Kim Farrant,Drama,17472,Strangerland,R,7/10/2015,112,5.2,Nicole Kidman,6735,Michael Kinirons,2015
The HallowJoseph Mawle2015,0,Occupant Entertainment,Occupant EntertainmentUK,UK,Corin Hardy,Horror,8967,The Hallow,NOT RATED,11/5/2015,97,5.7,Joseph Mawle,11545,Corin Hardy,2015
The DaughterGeoffrey Rush2015,0,Screen NSW,Screen NSWAustralia,Australia,Simon Stone,Drama,26376,The Daughter,Not specified,1/27/2017,96,6.7,Geoffrey Rush,3194,Simon Stone,2015
Paul Blart: Mall Cop 2Kevin James2015,30000000,Columbia Pictures,Columbia PicturesUSA,USA,Andy Fickman,Action,71038190,Paul Blart: Mall Cop 2,PG,4/17/2015,94,4.4,Kevin James,27268,Kevin James,2015
The Lady in the VanMaggie Smith2015,6000000,BBC Films,BBC FilmsUK,UK,Nicholas Hytner,Biography,10017675,The Lady in the Van,PG-13,2/26/2016,104,6.7,Maggie Smith,18091,Alan Bennett,2015
El nuevo nuevo testamentoPili Groyne2015,0,Terra Incognita Films,Terra Incognita FilmsBelgium,Belgium,Jaco Van Dormael,Comedy,89182,El nuevo nuevo testamento,NOT RATED,9/1/2015,114,7.1,Pili Groyne,20984,Thomas Gunzig,2015
Hot Tub Time Machine 2Rob Corddry2015,14000000,Paramount Pictures,Paramount PicturesUSA,USA,Steve Pink,Comedy,12282677,Hot Tub Time Machine 2,R,2/20/2015,93,5.1,Rob Corddry,31612,Josh Heald,2015
Paranormal Activity: The Ghost DimensionChris J. Murray2015,10000000,Blumhouse Productions,Blumhouse ProductionsUSA,USA,Gregory Plotkin,Horror,18300124,Paranormal Activity: The Ghost Dimension,R,10/23/2015,88,4.6,Chris J. Murray,19280,Jason Pagan,2015
Chi-RaqNick Cannon2015,0,40 Acres & A Mule Filmworks,40 Acres & A Mule FilmworksUSA,USA,Spike Lee,Comedy,2647377,Chi-Raq,R,12/2/2016,127,5.7,Nick Cannon,6983,Kevin Willmott,2015
Mississippi GrindBen Mendelsohn2015,0,Sycamore Pictures,Sycamore PicturesUSA,USA,Anna Boden,Comedy,129747,Mississippi Grind,R,8/13/2015,108,6.3,Ben Mendelsohn,13207,Anna Boden,2015
The Second Best Exotic Marigold HotelJudi Dench2015,10000000,Babieka,BabiekaUK,UK,John Madden,Comedy,33078266,The Second Best Exotic Marigold Hotel,PG,3/6/2015,122,6.6,Judi Dench,25886,Ol Parker,2015
Una sonrisa a la vidaRicardo Darín2015,0,Audiovisual Aval SGR,Audiovisual Aval SGRSpain,Spain,Cesc Gay,Comedy,208799,Una sonrisa a la vida,TV-14,4/7/2017,108,7.3,Ricardo Darín,7973,Tomàs Aragay,2015
Unfinished BusinessVince Vaughn2015,35000000,Regency Enterprises,Regency EnterprisesUSA,USA,Ken Scott,Comedy,10214013,Unfinished Business,R,3/6/2015,91,5.4,Vince Vaughn,26051,Steve Conrad,2015
FreeheldJulianne Moore2015,7000000,Double Feature Films,Double Feature FilmsUSA,USA,Peter Sollett,Biography,532988,Freeheld,PG-13,3/4/2016,103,6.5,Julianne Moore,8801,Ron Nyswaner,2015
CaptiveKate Mara2015,2000000,BN Films,BN FilmsMexico,Mexico,Jerry Jameson,Action,2557668,Captive,PG-13,9/18/2015,97,5.4,Kate Mara,5253,Brian Bird,2015
The End of the TourJason Segel2015,0,Modern Man Films,Modern Man FilmsUSA,USA,James Ponsoldt,Biography,2993669,The End of the Tour,R,11/12/2015,106,7.3,Jason Segel,22192,Donald Margulies,2015
The D TrainJack Black2015,3000000,Ealing Studios Entertainment,Ealing Studios EntertainmentUK,UK,Andrew Mogel,Comedy,660994,The D Train,R,5/8/2015,101,5,Jack Black,9146,Jarrad Paul,2015
ExperimenterJohn Palladino2015,0,BB Film Productions,BB Film ProductionsUSA,USA,Michael Almereyda,Biography,155075,Experimenter,PG-13,10/16/2015,98,6.6,John Palladino,13263,Michael Almereyda,2015
Slow WestKodi Smit-McPhee2015,2000000,See-Saw Films,See-Saw FilmsUK,UK,John Maclean,Western,229094,Slow West,R,4/16/2015,84,6.9,Kodi Smit-McPhee,33032,John Maclean,2015
Closet MonsterAaron Abrams2015,0,Rhombus Media,Rhombus MediaCanada,Canada,Stephen Dunn,Drama,41866,Closet Monster,NOT RATED,5/27/2016,90,7,Aaron Abrams,4860,Stephen Dunn,2015
Attack on Titan: Part 1Haruma Miura2015,0,Kôdansha,KôdanshaJapan,Japan,Shinji Higuchi,Action,449523,Attack on Titan: Part 1,NOT RATED,8/1/2015,98,5.1,Haruma Miura,9847,Hajime Isayama,2015
Más fuerte que las bombasJesse Eisenberg2015,11000000,Motlys,MotlysNorway,Norway,Joachim Trier,Drama,161789,Más fuerte que las bombas,R,7/1/2016,109,6.6,Jesse Eisenberg,8742,Joachim Trier,2015
Cop CarKevin Bacon2015,800000,Audax Films,Audax FilmsUSA,USA,Jon Watts,Crime,128002,Cop Car,R,8/7/2015,88,6.3,Kevin Bacon,24256,Jon Watts,2015
Embrace of the SerpentNilbio Torres2015,1400000,Buffalo Films,Buffalo FilmsColombia,Colombia,Ciro Guerra,Adventure,1329249,Embrace of the Serpent,NOT RATED,5/25/2015,125,7.9,Nilbio Torres,13698,Ciro Guerra,2015
45 YearsCharlotte Rampling2015,0,BFI Film Fund,BFI Film FundUK,UK,Andrew Haigh,Drama,4250507,45 Years,R,12/25/2015,91,7.1,Charlotte Rampling,23800,Andrew Haigh,2015
Una historia de amor y oscuridadNatalie Portman2015,4000000,Avi Chai fund,Avi Chai fundIsrael,Israel,Natalie Portman,Biography,569381,Una historia de amor y oscuridad,PG-13,8/19/2016,95,6,Natalie Portman,2003,Natalie Portman,2015
Shaun the Sheep MovieJustin Fletcher2015,25000000,StudioCanal,StudioCanalUK,UK,Mark Burton,Animation,19375982,Shaun the Sheep Movie,PG,8/5/2015,85,7.4,Justin Fletcher,28138,Mark Burton,2015
The MeddlerSusan Sarandon2015,3200000,Anonymous Content,Anonymous ContentUSA,USA,Lorene Scafaria,Comedy,4265673,The Meddler,PG-13,6/3/2016,103,6.3,Susan Sarandon,7979,Lorene Scafaria,2015
Rock the KasbahBill Murray2015,15000000,Covert Media,Covert MediaUSA,USA,Barry Levinson,Comedy,2982281,Rock the Kasbah,R,10/23/2015,106,5.5,Bill Murray,8063,Mitch Glazer,2015
The AssassinQi Shu2015,15000000,Central Motion Pictures,Central Motion PicturesTaiwan,Taiwan,Hsiao-Hsien Hou,Action,613556,The Assassin,NOT RATED,9/30/2016,105,6.4,Qi Shu,12237,Cheng Ah,2015
El gran pequeñoJakob Salvati2015,20000000,Metanoia Films,Metanoia FilmsMexico,Mexico,Alejandro Monteverde,Drama,6420319,El gran pequeño,PG-13,4/24/2015,106,7.4,Jakob Salvati,19156,Alejandro Monteverde,2015
I'll See You in My DreamsBlythe Danner2015,0,Two Flints,Two FlintsUSA,USA,Brett Haley,Comedy,7425963,I'll See You in My Dreams,PG-13,5/15/2015,92,6.7,Blythe Danner,5282,Marc Basch,2015
The Vatican TapesOlivia Taylor Dudley2015,8000000,Lionsgate,LionsgateUSA,USA,Mark Neveldine,Horror,1712111,The Vatican Tapes,PG-13,8/7/2015,91,5.1,Olivia Taylor Dudley,13305,Christopher Borrelli,2015
90 Minutes in HeavenKate Bosworth2015,5000000,Astute Films,Astute FilmsUSA,USA,Michael Polish,Drama,4700361,90 Minutes in Heaven,PG-13,9/11/2015,121,4.7,Kate Bosworth,2631,Michael Polish,2015
SummertimeCécile De France2015,0,Chaz Productions,Chaz ProductionsFrance,France,Catherine Corsini,Drama,35034,Summertime,NOT RATED,8/19/2015,105,6.6,Cécile De France,2301,Catherine Corsini,2015
The Bad BatchSuki Waterhouse2016,6000000,Human Stew Factory,Human Stew FactoryUSA,USA,Ana Lily Amirpour,Drama,177680,The Bad Batch,R,6/23/2017,118,5.4,Suki Waterhouse,8340,Ana Lily Amirpour,2016
Assassin's CreedMichael Fassbender2016,125000000,Regency Enterprises,Regency EnterprisesUSA,USA,Justin Kurzel,Action,54645723,Assassin's Creed,PG-13,12/21/2016,115,5.9,Michael Fassbender,133338,Michael Lesslie,2016
La La LandRyan Gosling2016,30000000,Summit Entertainment,Summit EntertainmentUSA,USA,Damien Chazelle,Comedy,151101803,La La Land,PG-13,12/25/2016,128,8.2,Ryan Gosling,308891,Damien Chazelle,2016
Suicide SquadWill Smith2016,175000000,Atlas Entertainment,Atlas EntertainmentUSA,USA,David Ayer,Action,325100054,Suicide Squad,PG-13,8/5/2016,123,6.2,Will Smith,435667,David Ayer,2016
SingMatthew McConaughey2016,75000000,Dentsu,DentsuUSA,USA,Garth Jennings,Animation,270329045,Sing,PG,12/21/2016,108,7.1,Matthew McConaughey,81466,Garth Jennings,2016
Fantastic Beasts and Where to Find ThemEddie Redmayne2016,180000000,Heyday Films,Heyday FilmsUK,UK,David Yates,Adventure,234037575,Fantastic Beasts and Where to Find Them,PG-13,11/18/2016,133,7.4,Eddie Redmayne,268073,J.K. Rowling,2016
MoanaAuli'i Cravalho2016,150000000,Walt Disney Animation Studios,Walt Disney Animation StudiosUSA,USA,Ron Clements,Animation,248757044,Moana,PG,11/23/2016,107,7.6,Auli'i Cravalho,157290,Jared Bush,2016
The Magnificent SevenDenzel Washington2016,90000000,Metro-Goldwyn-Mayer (MGM),Metro-Goldwyn-Mayer (MGM)USA,USA,Antoine Fuqua,Action,93381044,The Magnificent Seven,PG-13,9/23/2016,132,6.9,Denzel Washington,138262,Akira Kurosawa,2016
The AccountantBen Affleck2016,44000000,Warner Bros.,Warner Bros.USA,USA,Gavin O'Connor,Action,86198014,The Accountant,R,10/14/2016,128,7.4,Ben Affleck,188598,Bill Dubuque,2016
The Lost City of ZCharlie Hunnam2016,30000000,Keep Your Head,Keep Your HeadUSA,USA,James Gray,Adventure,8574339,The Lost City of Z,PG-13,4/21/2017,141,6.6,Charlie Hunnam,39409,James Gray,2016
Nocturnal AnimalsAmy Adams2016,22500000,Focus Features,Focus FeaturesUSA,USA,Tom Ford,Crime,10639114,Nocturnal Animals,R,12/9/2016,116,7.5,Amy Adams,152436,Tom Ford,2016
Hidden FiguresTaraji P. Henson2016,25000000,Levantine Films,Levantine FilmsUSA,USA,Theodore Melfi,Biography,169380936,Hidden Figures,PG,1/6/2017,127,7.8,Taraji P. Henson,121818,Allison Schroeder,2016
ArrivalAmy Adams2016,47000000,Lava Bear Films,Lava Bear FilmsUSA,USA,Denis Villeneuve,Drama,100546139,Arrival,PG-13,11/11/2016,116,8,Amy Adams,391385,Eric Heisserer,2016
TrollsAnna Kendrick2016,125000000,DreamWorks Animation,DreamWorks AnimationUSA,USA,Mike Mitchell,Animation,153707064,Trolls,PG,11/4/2016,92,6.5,Anna Kendrick,49423,Jonathan Aibel,2016
Rogue OneFelicity Jones2016,200000000,Lucasfilm,LucasfilmUSA,USA,Gareth Edwards,Action,532177324,Rogue One,PG-13,12/16/2016,133,7.9,Felicity Jones,365473,Chris Weitz,2016
Hasta el último hombreAndrew Garfield2016,40000000,Cross Creek Pictures,Cross Creek PicturesAustralia,Australia,Mel Gibson,Biography,67115062,Hasta el último hombre,R,11/4/2016,139,8.2,Andrew Garfield,263728,Robert Schenkkan,2016
DeadpoolRyan Reynolds2016,58000000,Twentieth Century Fox Film Corporation,Twentieth Century Fox Film CorporationUSA,USA,Tim Miller,Action,363070709,Deadpool,R,2/12/2016,108,8,Ryan Reynolds,668625,Rhett Reese,2016
SplitJames McAvoy2016,9000000,Blinding Edge Pictures,Blinding Edge PicturesJapan,Japan,M. Night Shyamalan,Horror,138141585,Split,PG-13,1/20/2017,117,7.3,James McAvoy,213536,M. Night Shyamalan,2016
PassengersJennifer Lawrence2016,110000000,Columbia Pictures,Columbia PicturesUSA,USA,Morten Tyldum,Adventure,100014699,Passengers,PG-13,12/21/2016,116,7,Jennifer Lawrence,237553,Jon Spaihts,2016
Batman v Superman: Dawn of JusticeBen Affleck2016,250000000,Warner Bros.,Warner Bros.USA,USA,Zack Snyder,Action,330360194,Batman v Superman: Dawn of Justice,PG-13,3/25/2016,151,6.6,Ben Affleck,497351,Chris Terrio,2016
Star Trek BeyondChris Pine2016,185000000,Paramount Pictures,Paramount PicturesUSA,USA,Justin Lin,Action,158848340,Star Trek Beyond,PG-13,7/22/2016,122,7.1,Chris Pine,179426,Simon Pegg,2016
Your nameRyûnosuke Kamiki2016,0,Amuse,AmuseJapan,Japan,Makoto Shinkai,Animation,5017246,Your name,PG,4/7/2017,106,8.5,Ryûnosuke Kamiki,54503,Makoto Shinkai,2016
Doctor StrangeBenedict Cumberbatch2016,165000000,Marvel Studios,Marvel StudiosUSA,USA,Scott Derrickson,Action,232641920,Doctor Strange,PG-13,11/4/2016,115,7.5,Benedict Cumberbatch,348307,Jon Spaihts,2016
LionDev Patel2016,12000000,The Weinstein Company,The Weinstein CompanyUK,UK,Garth Davis,Biography,51694854,Lion,PG-13,1/6/2017,118,8.1,Dev Patel,133709,Saroo Brierley,2016
Captain America: Civil WarChris Evans2016,250000000,Marvel Studios,Marvel StudiosUSA,USA,Anthony Russo,Action,408084349,Captain America: Civil War,PG-13,5/6/2016,147,7.9,Chris Evans,442645,Christopher Markus,2016
The Conjuring 2Vera Farmiga2016,40000000,New Line Cinema,New Line CinemaCanada,Canada,James Wan,Horror,102470008,The Conjuring 2,R,6/10/2016,134,7.4,Vera Farmiga,151427,Carey Hayes,2016
Me Before YouEmilia Clarke2016,20000000,Metro-Goldwyn-Mayer (MGM),Metro-Goldwyn-Mayer (MGM)UK,UK,Thea Sharrock,Drama,56245075,Me Before You,PG-13,6/3/2016,106,7.4,Emilia Clarke,127889,Jojo Moyes,2016
The Girl on the TrainEmily Blunt2016,45000000,Amblin Partners,Amblin PartnersUSA,USA,Tate Taylor,Crime,75311445,The Girl on the Train,R,10/7/2016,112,6.5,Emily Blunt,116916,Erin Cressida Wilson,2016
X-Men: ApocalypseJames McAvoy2016,178000000,Twentieth Century Fox Film Corporation,Twentieth Century Fox Film CorporationUSA,USA,Bryan Singer,Action,155442489,X-Men: Apocalypse,PG-13,5/27/2016,144,7,James McAvoy,296415,Simon Kinberg,2016
Manchester by the SeaCasey Affleck2016,8500000,Amazon Studios,Amazon StudiosUSA,USA,Kenneth Lonergan,Drama,47695120,Manchester by the Sea,R,12/16/2016,137,7.9,Casey Affleck,159673,Kenneth Lonergan,2016
ZootopiaGinnifer Goodwin2016,150000000,Walt Disney Pictures,Walt Disney PicturesUSA,USA,Byron Howard,Animation,341268248,Zootopia,PG,3/4/2016,108,8,Ginnifer Goodwin,317549,Byron Howard,2016
AlliedBrad Pitt2016,85000000,GK Films,GK FilmsUK,UK,Robert Zemeckis,Action,40069087,Allied,R,11/23/2016,124,7.1,Brad Pitt,94624,Steven Knight,2016
Resident Evil: The Final ChapterMilla Jovovich2016,40000000,Constantin Film,Constantin FilmUK,UK,Paul W.S. Anderson,Action,26830068,Resident Evil: The Final Chapter,R,1/27/2017,107,5.6,Milla Jovovich,58140,Paul W.S. Anderson,2016
MoonlightMahershala Ali2016,1500000,A24,A24USA,USA,Barry Jenkins,Drama,27850912,Moonlight,R,11/18/2016,111,7.5,Mahershala Ali,161857,Barry Jenkins,2016
Don't BreatheStephen Lang2016,9900000,Screen Gems,Screen GemsUSA,USA,Fede Alvarez,Crime,89210468,Don't Breathe,R,8/26/2016,88,7.2,Stephen Lang,139449,Fede Alvarez,2016
Hell or High WaterChris Pine2016,12000000,Film 44,Film 44USA,USA,David Mackenzie,Crime,26862450,Hell or High Water,R,8/26/2016,102,7.6,Chris Pine,132328,Taylor Sheridan,2016
AllegiantShailene Woodley2016,110000000,Mandeville Films,Mandeville FilmsUSA,USA,Robert Schwentke,Action,66002193,Allegiant,PG-13,3/18/2016,120,5.7,Shailene Woodley,76550,Noah Oppenheim,2016
Miss Peregrine's Home for Peculiar ChildrenEva Green2016,110000000,Twentieth Century Fox Film Corporation,Twentieth Century Fox Film CorporationUK,UK,Tim Burton,Adventure,87242834,Miss Peregrine's Home for Peculiar Children,PG-13,9/30/2016,127,6.7,Eva Green,116495,Ransom Riggs,2016
SilenceAndrew Garfield2016,46000000,Cappa Defina Productions,Cappa Defina ProductionsUSA,USA,Martin Scorsese,Adventure,7079191,Silence,R,1/13/2017,161,7.2,Andrew Garfield,61798,Jay Cocks,2016
Jason BourneMatt Damon2016,120000000,Captivate Entertainment,Captivate EntertainmentUK,UK,Paul Greengrass,Action,162434410,Jason Bourne,PG-13,7/29/2016,123,6.7,Matt Damon,163614,Paul Greengrass,2016
The Edge of SeventeenHailee Steinfeld2016,9000000,Gracie Films,Gracie FilmsUSA,USA,Kelly Fremon Craig,Comedy,14260193,The Edge of Seventeen,R,11/18/2016,104,7.4,Hailee Steinfeld,59867,Kelly Fremon Craig,2016
The FounderMichael Keaton2016,25000000,FilmNation Entertainment,FilmNation EntertainmentUSA,USA,John Lee Hancock,Biography,12785093,The Founder,PG-13,1/20/2017,100,7.2,Michael Keaton,62193,Robert D. Siegel,2016
The Legend of TarzanAlexander Skarsgård2016,180000000,Warner Bros. Pictures,Warner Bros. PicturesUK,UK,David Yates,Action,126643061,The Legend of Tarzan,PG-13,7/1/2016,110,6.3,Alexander Skarsgård,128712,Adam Cozad,2016
Underworld: Blood WarsKate Beckinsale2016,35000000,Lakeshore Entertainment,Lakeshore EntertainmentUSA,USA,Anna Foerster,Action,30348260,Underworld: Blood Wars,R,1/6/2017,91,5.8,Kate Beckinsale,49911,Cory Goodman,2016
GoldMatthew McConaughey2016,20000000,Black Bear Pictures,Black Bear PicturesUSA,USA,Stephen Gaghan,Adventure,7222964,Gold,R,1/27/2017,120,6.7,Matthew McConaughey,32147,Patrick Massett,2016
VorazGarance Marillier2016,0,Petit Film,Petit FilmFrance,France,Julia Ducournau,Drama,508425,Voraz,R,4/13/2017,99,7,Garance Marillier,22618,Julia Ducournau,2016
The Nice GuysRussell Crowe2016,50000000,Misty Mountains,Misty MountainsUSA,USA,Shane Black,Comedy,36261763,The Nice Guys,R,5/20/2016,116,7.4,Russell Crowe,193151,Shane Black,2016
A Monster CallsLewis MacDougall2016,43000000,Apaches Entertainment,Apaches EntertainmentUK,UK,J.A. Bayona,Drama,3730982,A Monster Calls,PG-13,1/6/2017,108,7.5,Lewis MacDougall,49969,Patrick Ness,2016
The HandmaidenMin-hee Kim2016,0,Moho Film,Moho FilmSouth Korea,South Korea,Chan-wook Park,Crime,2005473,The Handmaiden,NOT RATED,6/1/2016,144,8.1,Min-hee Kim,43552,Sarah Waters,2016
SullyTom Hanks2016,60000000,Flashlight Films,Flashlight FilmsUSA,USA,Clint Eastwood,Biography,125070033,Sully,PG-13,9/9/2016,96,7.5,Tom Hanks,157212,Todd Komarnicki,2016
Bad MomsMila Kunis2016,20000000,STX Entertainment,STX EntertainmentUSA,USA,Jon Lucas,Comedy,113257297,Bad Moms,R,7/29/2016,100,6.2,Mila Kunis,76251,Jon Lucas,2016
Leap!Elle Fanning2016,30000000,Quad Productions,Quad ProductionsFrance,France,Eric Summer,Animation,12760985,Leap!,PG,8/25/2017,89,6.8,Elle Fanning,9517,Eric Summer,2016
A Cure for WellnessDane DeHaan2016,40000000,Regency Enterprises,Regency EnterprisesUSA,USA,Gore Verbinski,Drama,8106986,A Cure for Wellness,R,2/17/2017,146,6.4,Dane DeHaan,45187,Justin Haythe,2016
The Great WallMatt Damon2016,150000000,Legendary East,Legendary EastUSA,USA,Yimou Zhang,Action,45157105,The Great Wall,PG-13,2/17/2017,103,6,Matt Damon,82181,Carlo Bernard,2016
War DogsJonah Hill2016,40000000,BZ Entertainment,BZ EntertainmentUSA,USA,Todd Phillips,Comedy,43017433,War Dogs,R,8/19/2016,114,7.1,Jonah Hill,123020,Stephen Chin,2016
Why Him?Zoey Deutch2016,38000000,Twentieth Century Fox Film Corporation,Twentieth Century Fox Film CorporationUSA,USA,John Hamburg,Comedy,60269575,Why Him?,R,12/23/2016,111,6.3,Zoey Deutch,63612,John Hamburg,2016
JackieNatalie Portman2016,9000000,Fox Searchlight Pictures,Fox Searchlight PicturesChile,Chile,Pablo Larraín,Biography,13958679,Jackie,R,12/2/2016,100,6.8,Natalie Portman,50652,Noah Oppenheim,2016
Live by NightBen Affleck2016,108000000,Appian Way,Appian WayUSA,USA,Ben Affleck,Action,10377558,Live by Night,R,1/13/2017,129,6.4,Ben Affleck,35064,Ben Affleck,2016
La vida secreta de tus mascotasLouis C.K.2016,75000000,Universal Pictures,Universal PicturesJapan,Japan,Chris Renaud,Animation,368384330,La vida secreta de tus mascotas,PG,7/8/2016,87,6.6,Louis C.K.,133755,Cinco Paul,2016
Gods of EgyptBrenton Thwaites2016,140000000,Pyramania,PyramaniaUSA,USA,Alex Proyas,Action,31153464,Gods of Egypt,PG-13,2/26/2016,127,5.4,Brenton Thwaites,78473,Matt Sazama,2016
Keeping Up with the JonesesZach Galifianakis2016,40000000,Fox 2000 Pictures,Fox 2000 PicturesUSA,USA,Greg Mottola,Action,14896798,Keeping Up with the Joneses,PG-13,10/21/2016,105,5.8,Zach Galifianakis,39443,Michael LeSieur,2016
