nconst,primaryName,primaryProfession,tconst
nm1114822,Trish Nicholson,writer,tt1160996
nm11148635,Nija Charles,writer,tt7334528
nm11148635,Nija Charles,writer,tt12607910
nm11149535,Ramses Gutiérrez,writer,tt8251336
nm1115076,Thom Rivera,writer,tt4694544
nm1115279,David Slattery-Christy,writer,tt0280707
nm1115341,Dale Stelly,writer,tt2002718
nm1115424,Courtney Thomas,writer,tt0425253
nm11154737,Elmy Khalim,writer,tt1537860
nm11155605,Dominic Auld,writer,tt6545070
nm11156240,Crystal S. San Miguel,writer,tt8769032
nm11157117,Stevan Vejin,writer,tt10739160
nm1115720,Uygar Sirin,writer,tt4994736
nm11158139,Eddie Eniel,writer,tt2294449
nm11158139,Eddie Eniel,writer,tt4769836
nm1115862,David Guion,writer,tt0427152
nm1115862,David Guion,writer,tt2692250
nm11159809,Ahmad Fostok,writer,tt11344292
nm11159952,Sameer Anjaan,writer,tt2283748
nm11159952,Sameer Anjaan,writer,tt1833673
nm1116017,David Rountree,writer,tt0329774
nm11161054,Rim Mejdi,writer,tt1448755
nm1116113,Jennifer Cain,writer,tt4154756
nm11161614,Ian R Glass,writer,tt7775622
nm1116243,Alicia Regan,writer,tt2975590
nm1116340,Charles Spano,writer,tt3256226
nm1116581,Nick Spark,writer,tt0216216
nm1116592,John Teton,writer,tt0086197
nm1116605,Tracie Walsh,writer,tt0119843
nm1116628,Ashley Edens,writer,tt13290168
nm11166577,Jade Bunyoprakarn,writer,tt11358490
nm11166578,Chiangmun Ngamkanokwan,writer,tt11358490
nm11166579,Jatuporn Boonkode,writer,tt11358490
nm1116657,Toshirô Uratani,writer,tt0408664
nm11166580,Pirat Tatone,writer,tt11358490
nm1116660,Paul Wernick,writer,tt1431045
nm1116660,Paul Wernick,writer,tt5463162
nm1116660,Paul Wernick,writer,tt1156398
nm11167742,Jayanth Panuganti,writer,tt9633480
nm11167909,Andrei Serban,writer,tt13143964
nm1116918,Sean Lynch,writer,tt1790809
nm1116918,Sean Lynch,writer,tt2119532
nm11169817,Miriam Bavly,writer,tt11378154
nm1116986,Paul Young,writer,tt1489889
nm1116986,Paul Young,writer,tt4139124
nm11170639,Avinash Sampath,writer,tt11651796
nm1117226,Tom Wheeler,writer,tt3014284
nm1117226,Tom Wheeler,writer,tt7547410
nm1117353,Yasar Arak,writer,tt0307483
nm1117353,Yasar Arak,writer,tt5985820
nm11174405,Peter John,writer,tt11378154
nm1117535,Gautam Bora,writer,tt0164538
nm11177017,LaurenSage Browning,writer,tt12960534
nm1117731,Gotham Chopra,writer,tt0811138
nm1117731,Gotham Chopra,writer,tt0245803
nm1117791,Rob Corddry,writer,tt1588173
nm1117791,Rob Corddry,writer,tt1231587
nm1117791,Rob Corddry,writer,tt1307068
nm11178397,Eashvar Karthic,writer,tt11323316
nm1117866,Jeff DeJohn,writer,tt0280477
nm1118003,Ted Elrick,writer,tt2802136
nm1118051,Fausto Fawcett,writer,tt0861739
nm1118051,Fausto Fawcett,writer,tt0104779
nm1118069,Bobby Fine,writer,tt0085694
nm1118148,Natalia Garcia,writer,tt0889583
nm1118181,Franz-Olivier Giesbert,writer,tt1167638
nm11183123,Tomasz Klimala,writer,tt10886166
nm1118327,Johnny Harrington,writer,tt0130018
nm11183654,Elliot Tuttle,writer,tt11388406
nm1118403,Garrett Honn,writer,tt0183523
nm1118403,Garrett Honn,writer,tt0419706
nm1118403,Garrett Honn,writer,tt0164052
nm1118403,Garrett Honn,writer,tt0381061
nm1118463,Jason Todd Ipson,writer,tt0453533
nm1118492,Hoon Jang,writer,tt0423866
nm11187772,Melissa Bell,writer,tt3794354
nm11187772,Melissa Bell,writer,tt4777008
nm1119022,Alexis Michalik,writer,tt6938828
nm1119079,Tomm Moore,writer,tt1865505
nm1119079,Tomm Moore,writer,tt0485601
nm11191350,Alex Asogwa,writer,tt11829884
nm1119144,Olga Neuwirth,writer,tt3086442
nm1119224,Dikran Ornekian,writer,tt0859163
nm1119224,Dikran Ornekian,writer,tt1046173
nm1119249,Alin Panc,writer,tt1071875
nm1119456,Claus Richter,writer,tt2167202
nm1119609,Don D. Scott,writer,tt0303714
nm1119663,Barry Shurchin,writer,tt0246894
nm1119810,Wataru Tanaka,writer,tt0347246
nm1119859,Alex Tondowski,writer,tt1181791
nm1119880,Colin Trevorrow,writer,tt0369610
nm1119880,Colin Trevorrow,writer,tt4572792
nm1119880,Colin Trevorrow,writer,tt1862079
nm11200926,Kinnal Raj,writer,tt7838252
nm11201831,Han Boshi,writer,tt10147382
nm11201832,Weilin Hua,writer,tt10147382
nm11201833,Bululufu,writer,tt10147382
nm11201834,Luyang Xu,writer,tt10147382
nm11201835,Wang Ang,writer,tt10147382
nm1120246,Adam Del Rio,writer,tt0302640
nm1120246,Adam Del Rio,writer,tt1629757
nm1120246,Adam Del Rio,writer,tt0454921
nm1120462,Dominic Power,writer,tt1649419
nm1120513,J. David Shanks,writer,tt0303714
nm11206281,Uche Okereke,writer,tt11451816
nm11207083,Casey Kelly,writer,tt7975244
nm1120789,Kate Rigg,writer,tt4560436
nm1120944,Godofredo Astudillo,writer,tt0307901
nm1121047,Rupert Hall,writer,tt0376541
nm1121052,Christian Heaton,writer,tt0134154
nm1121058,Pelle Holmgren,writer,tt0120263
nm1121180,Kapil Sharma,writer,tt0838221
nm1121230,Trish Dolman,writer,tt1626146
nm11213872,Jarod Fuentes,writer,tt6693156
nm1121389,Joel H. Cohen,writer,tt0462538
nm1121400,William L. Moore,writer,tt0087910
nm1121472,Matt Patterson,writer,tt0108517
nm1121477,Patrick Phillips,writer,tt0120435
nm1121567,John Steven Rocha,writer,tt0245562
nm1121770,Dirk Müller,writer,tt0309820
nm11218783,Hanasaki Kino,writer,tt9850064
nm1121917,Juan Andrés Belgrave,writer,tt2383662
nm1121943,Samir Bezzah,writer,tt0379889
nm1121972,Charlie Bonomo,writer,tt0257106
nm1121989,Jeremy Bradley,writer,tt1477834
nm1121989,Jeremy Bradley,writer,tt0346156
nm11220515,Mary Hickson,writer,tt8404614
nm1122105,Marie-Françoise Colombani,writer,tt5256722
nm1122112,Tim 'Timco' Conway,writer,tt4334266
nm1122112,Tim 'Timco' Conway,writer,tt0298814
nm1122112,Tim 'Timco' Conway,writer,tt0120903
nm1122217,Des Doyle,writer,tt0267891
nm1122217,Des Doyle,writer,tt0253556
nm1122344,Mary Gaitskill,writer,tt0274812
nm11223665,Mimi Bartels,writer,tt11829884
nm11224439,Jingjing Shen,writer,tt7605074
nm1122473,Alexander Hendrie,writer,tt0087065
nm1122473,Alexander Hendrie,writer,tt0089907
nm1122473,Alexander Hendrie,writer,tt0089173
nm1122614,Dominic Scott Kay,writer,tt0449088
nm1122614,Dominic Scott Kay,writer,tt0413895
nm1122614,Dominic Scott Kay,writer,tt0181689
nm11228022,Anna Konik,writer,tt12808182
nm11228048,Kiran Kumar,writer,tt11503178
nm1122807,Randy Mack,writer,tt3260760
nm11228084,Let Acabado,writer,tt11156614
nm11228324,Jennifer R. Lin,writer,tt9735350
nm1122911,Byung-chun Min,writer,tt2248068
nm1122978,Gustin Nash,writer,tt0403702
nm1122978,Gustin Nash,writer,tt0423977
nm1122987,Adam Seth Nelson,writer,tt0116996
nm1123001,Alex Nino,writer,tt0133240
nm1123001,Alex Nino,writer,tt0230011
nm1123001,Alex Nino,writer,tt0120917
nm1123001,Alex Nino,writer,tt0120762
nm1123118,Joseph Plonsky,writer,tt0138414
nm11232930,Helga Arnardóttir,writer,tt6330514
nm1123520,Pieter Van Huyck,writer,tt14217100
nm11235497,Niagara,writer,tt1714917
nm11237393,Beatrice Puccilli,writer,tt11385066
nm1123991,Grey Williams,writer,tt0251114
nm1123994,James A. Woods,writer,tt0945513
nm1123994,James A. Woods,writer,tt1628841
nm11240309,Emily Hopper,writer,tt6432466
nm11240332,Padmavathi Visweswar,writer,tt7465992
nm11240657,Natalie Schwartz,writer,tt12582160
nm1124091,Inna Swinton,writer,tt8368394
nm11242949,Alejandro G. Estrada,writer,tt12607910
nm1124304,Phil DeSanti,writer,tt0298814
nm1124304,Phil DeSanti,writer,tt0475394
nm1124453,Nick Garrison,writer,tt0213149
nm1124453,Nick Garrison,writer,tt0186894
nm1124580,Debra Silverman,writer,tt0251114
nm1124580,Debra Silverman,writer,tt0245562
nm1124670,Simon Evans,writer,tt0401729
nm1125049,Virgil Williams,writer,tt2396589
nm1125139,Beate Antares,writer,tt0315824
nm1125153,Deborah Arakelian,writer,tt0084726
nm1125153,Deborah Arakelian,writer,tt0088170
nm1125275,David Benioff,writer,tt1025100
nm1125275,David Benioff,writer,tt0307901
nm1125275,David Benioff,writer,tt0419887
nm1125328,Carter Blanchard,writer,tt1628841
nm1125333,Christopher Blasingame,writer,tt1617661
nm1125334,Moon Blauner,writer,tt0207201
nm1125334,Moon Blauner,writer,tt0379306
nm1125334,Moon Blauner,writer,tt0162222
nm11255285,Jessie Sanchez,writer,tt9784456
nm1125531,Tze-Chung Lam,writer,tt0286112
nm1125531,Tze-Chung Lam,writer,tt0373074
nm11256237,Nicole Asinugo,writer,tt12539758
nm1125672,David Orlandelli,writer,tt0379889
nm11258413,Rosie Herrera,writer,tt11378264
nm11260551,Gordon Ip,writer,tt5109280
nm1126068,Meghna Gulzar,writer,tt4934950
nm1126068,Meghna Gulzar,writer,tt7098658
nm11260741,Mike Palmer,writer,tt11579640
nm11261749,Laura Grande,writer,tt8743032
nm1126180,Lori Jo Hoekstra,writer,tt0108525
nm1126180,Lori Jo Hoekstra,writer,tt0120654
nm11262534,Stuti Dwivedi,writer,tt4505006
nm1126255,Ahmed Alauddin Jamal,writer,tt0829459
nm11264270,Dukjoong Kim,writer,tt10468098
nm1126512,Claudio Laniado,writer,tt2396589
nm1126629,Michael Lowrance,writer,tt0407304
nm1126629,Michael Lowrance,writer,tt1189340
nm1126629,Michael Lowrance,writer,tt0478970
nm1126733,Zuzana Mauréry,writer,tt2679576
nm1126823,Artan Minarolli,writer,tt6599184
nm1126876,Muretta Moss,writer,tt7435316
nm11269773,Sydney Holt,writer,tt10714856
nm1126978,Yô Ôizumi,writer,tt0347149
nm1126978,Yô Ôizumi,writer,tt0245429
nm1126978,Yô Ôizumi,writer,tt3398268
nm1126979,Rajshree Ojha,writer,tt5207116
nm1127255,Moritz Rinke,writer,tt0250484
nm11273044,S. Krishna,writer,tt10773090
nm11273044,S. Krishna,writer,tt7322850
nm11273045,Narra Praveen,writer,tt10773090
nm11273045,Narra Praveen,writer,tt8188610
nm11273099,Christine Tannous,writer,tt9032888
nm1127439,Matty Selman,writer,tt0207201
nm1127454,Ariadne Shaffer,writer,tt0280477
nm1127521,Viktoriya Smirnova,writer,tt0309047
nm1127632,Spencer Susser,writer,tt1403177
nm1127653,Massy Tadjedin,writer,tt0366627
nm11278536,John Paul Lopez-Ali,writer,tt5727208
nm1127958,Yograj Singh,writer,tt2356180
nm11279704,Beatrix Chu,writer,tt11394180
nm11280090,Chamaïl Kahaloun,writer,tt13321730
nm1128037,Ruben Östlund,writer,tt2121382
nm1128050,Chris Addison,writer,tt1226774
nm1128120,Aleksey Chadov,writer,tt0309047
nm1128120,Aleksey Chadov,writer,tt0417397
nm1128152,Tony DeLia,writer,tt0088385
nm11282535,Ed D Singh,writer,tt3732110
nm1128253,Alec Holland,writer,tt1436562
nm1128259,Jim Howes,writer,tt0277941
nm1128356,Bill Mootos,writer,tt0790736
nm1128368,Keith Myers,writer,tt2235108
nm1128469,Christopher Slevin,writer,tt1225301
nm1128474,Roy Souza,writer,tt1620935
nm1128474,Roy Souza,writer,tt0467110
nm1128479,Peter Sterling,writer,tt1683526
nm1128479,Peter Sterling,writer,tt0476991
nm1128479,Peter Sterling,writer,tt1481572
nm1128497,Chip Thomas,writer,tt0247444
nm1128497,Chip Thomas,writer,tt0305747
nm1128568,Ivana Basic,writer,tt7134096
nm1128572,Lake Bell,writer,tt2294677
nm1128572,Lake Bell,writer,tt1230414
nm1128600,Rebecca Corry,writer,tt1068680
nm1128600,Rebecca Corry,writer,tt0265298
nm1128746,Martina Rupp,writer,tt4058210
nm1128746,Martina Rupp,writer,tt1324999
nm1128746,Martina Rupp,writer,tt1596343
nm1128857,Pau Martínez,writer,tt0326749
nm1128870,Michael Dreher,writer,tt2283336
nm11290439,W.J. Walkowicz,writer,tt3682448
nm1129047,Klaus Price,writer,tt1398426
nm11291485,Anas Khan,writer,tt10187680
nm11291751,Morten Jørgensen,writer,tt10288566
nm1129193,Vincent Hazard,writer,tt0366627
nm1129263,Brendan Beseth,writer,tt0160495
nm1129338,Brian Swibel,writer,tt0479884
nm1129343,Tom Vaughan,writer,tt1072748
nm1129343,Tom Vaughan,writer,tt0349889
nm11294338,Sachin Shetty,writer,tt7059844
nm1129462,Matthew Cook,writer,tt0266987
nm1129462,Matthew Cook,writer,tt0274166
nm11296482,Leeland Dayton Mooring,writer,tt1129423
nm1129753,J.J. Connolly,writer,tt0291341
nm1129753,J.J. Connolly,writer,tt0375912
nm1129781,Anny Danché,writer,tt0088359
nm11298267,Andre Scott Jr.,writer,tt4630562
nm1129836,Cathal Duggan,writer,tt8368406
nm1129962,Cori Gonzalez-Macuer,writer,tt0494222
nm1129962,Cori Gonzalez-Macuer,writer,tt3416742
nm11300014,Bryan Weller,writer,tt3859310
nm1130016,Chesley Heymsfield,writer,tt0498353
nm1130061,The Jacksons,writer,tt0092710
nm1130061,The Jacksons,writer,tt1758830
nm1130251,Bráulio Mantovani,writer,tt0861739
nm1130251,Bráulio Mantovani,writer,tt0317248
nm1130277,Charlotte McDougall,writer,tt0245046
nm11304297,Abhinaya Krishna,writer,tt2631186
nm11304297,Abhinaya Krishna,writer,tt4849438
nm11304356,Marionne Dominique Mancol,writer,tt7127344
nm1130496,Alysia Reiner,writer,tt0375063
nm11305487,Ryan Perry,writer,tt6251390
nm1130592,Michael Saquella,writer,tt9646844
nm1130592,Michael Saquella,writer,tt8820136
nm1130644,Shoshana Sperling,writer,tt2261287
nm11307064,Kristýna Lesná,writer,tt6402468
nm1130708,Juliette Towhidi,writer,tt1638002
nm1130708,Juliette Towhidi,writer,tt0337909
nm1130708,Juliette Towhidi,writer,tt1441953
nm11308917,Hannâ Banian,writer,tt5206260
nm1130915,Duncan Faure,writer,tt0094321
nm1130931,Dennis Gubbins,writer,tt9398640
nm1130931,Dennis Gubbins,writer,tt0486551
nm1131087,Anthony Welch,writer,tt0419749
nm1131331,Kyle Klein,writer,tt0246578
nm1131416,Kevin Goodman,writer,tt0782076
nm11316599,Rachel Mintz,writer,tt5814408
nm11317633,Hanif Thamrin,writer,tt11710234
nm1131787,Rob Hill,writer,tt1502404
nm1131787,Rob Hill,writer,tt3381008
nm1131913,Tony Bellotto,writer,tt0861739
nm1131933,Satyajit Bhatkal,writer,tt1605790
nm1131933,Satyajit Bhatkal,writer,tt0169102
nm11319653,Bukunmi Oluwashina,writer,tt11481312
nm1132006,Manuela Cacciamani,writer,tt0362270
nm1132006,Manuela Cacciamani,writer,tt0141926
nm1132006,Manuela Cacciamani,writer,tt0328589
nm1132273,Bethenny Frankel,writer,tt0112757
nm11323314,Tom Rose,writer,tt1430615
nm1132362,Lauren Greenfield,writer,tt2125666
nm1132527,Rick T. Jaynes,writer,tt1104001
nm1132527,Rick T. Jaynes,writer,tt1351685
nm11328235,Dekoven Riggins,writer,tt11734316
nm1132912,Ed Newmann,writer,tt0080461
nm1132944,Takashi Okazaki,writer,tt1474276
nm1133014,Pasquale Petrolo,writer,tt2358891
nm1133043,Jerome Poynton,writer,tt0243017
nm1133043,Jerome Poynton,writer,tt0405296
nm1133052,Rocco Pucillo,writer,tt1735898
nm1133052,Rocco Pucillo,writer,tt0462538
nm1133052,Rocco Pucillo,writer,tt0780521
nm1133078,Simon Ratcliffe,writer,tt1478964
nm1133078,Simon Ratcliffe,writer,tt0146316
nm1133078,Simon Ratcliffe,writer,tt0286499
nm1133078,Simon Ratcliffe,writer,tt1727776
nm1133158,Naomi Scott,writer,tt5829040
nm1133158,Naomi Scott,writer,tt3844362
nm1133212,Niraj Sah,writer,tt2404027
nm1133495,Jamie Wingler,writer,tt3852042
nm1133523,Joe Zee,writer,tt0196229
nm1133588,Felix Buxton,writer,tt1478964
nm1133588,Felix Buxton,writer,tt0146316
nm1133588,Felix Buxton,writer,tt0286499
nm1133588,Felix Buxton,writer,tt1727776
nm1133714,Ewen MacIntosh,writer,tt3464902
nm1133719,Steve Mallory,writer,tt1308728
nm1133719,Steve Mallory,writer,tt10121392
nm11337203,Luluk H.F.,writer,tt11470064
nm1133795,Kev Adams,writer,tt6663582
nm1133846,Jennifer Carta,writer,tt0264761
nm1133880,Marie Genin,writer,tt2353887
nm1133966,Lina Patel,writer,tt0259288
nm1133966,Lina Patel,writer,tt0319262
nm1134029,Garth Jennings,writer,tt0845046
nm1134029,Garth Jennings,writer,tt0371724
nm11340745,Jonathan Haidt,writer,tt11464826
nm1134130,Gavin Heffernan,writer,tt3387648
nm1134158,Petra Korner,writer,tt1082886
nm1134167,Harold Linde,writer,tt0325711
nm1134242,Jon Shere,writer,tt0279113
nm1134242,Jon Shere,writer,tt1161418
nm1134288,Nick Morton,writer,tt0350258
nm1134516,John Breen,writer,tt0880578
nm1134813,Jeff Morris,writer,tt1542768
nm11348401,Poppy Steel,writer,tt6679794
nm1135057,David Ackerman,writer,tt0120794
nm1135214,Tunde Babalola,writer,tt2287851
nm11353515,Adnan Yildirim,writer,tt11792734
nm11353516,Ugur Saatci,writer,tt11792734
nm11353517,Özlem Lale,writer,tt11792734
nm1135423,Darren Lynn Bousman,writer,tt0432348
nm1135423,Darren Lynn Bousman,writer,tt0963194
nm1135423,Darren Lynn Bousman,writer,tt1480285
nm1135624,Francine Chassagnac,writer,tt0108526
nm1135686,Dan Coffey,writer,tt0110725
nm1135869,Demetrius Joyette,writer,tt0395699
nm1135869,Demetrius Joyette,writer,tt1939659
nm11359890,Vishwa Sharma,writer,tt8504014
nm1136006,Josh Ernstrom,writer,tt0277434
nm1136006,Josh Ernstrom,writer,tt0369735
nm1136006,Josh Ernstrom,writer,tt0338526
nm1136039,Scott Faulconbridge,writer,tt0388980
nm11361710,Mike F. Pamphile,writer,tt11698630
nm11361804,Shyraa Roy,writer,tt6836936
nm11362007,Thomas Crandall,writer,tt11464826
nm1136210,Vince Gerardis,writer,tt0489099
nm11362173,Farhaan Colabawalla,writer,tt4559006
nm11363501,Kin-Hung Chan,writer,tt10279010
nm1136647,Doug Jung,writer,tt2548396
nm1136647,Doug Jung,writer,tt2660888
nm1136655,Michal Lali Kagan,writer,tt0120338
nm11368355,Ozioma Ogbaji,writer,tt11831084
nm1136985,Jae-sun Lee,writer,tt0310775
nm1137136,Ray Magliozzi,writer,tt0317219
nm1137136,Ray Magliozzi,writer,tt3606752
nm1137137,Tom Magliozzi,writer,tt0317219
nm1137137,Tom Magliozzi,writer,tt3606752
nm1137264,Glenn McQuaid,writer,tt2105044
nm1137264,Glenn McQuaid,writer,tt1464580
nm1137379,Stéphane Morali,writer,tt0414852
nm1137495,Tzvetomira Nikolova,writer,tt0112389
nm1137659,Kathleen Rose Perkins,writer,tt2267998
nm1137668,Mark J. Petracca,writer,tt0363988
nm1137738,Prasanna,writer,tt2053397
nm1137886,Emily Rosdeitcher,writer,tt0307901
nm11379016,David Álvarez López,writer,tt8393332
nm11379306,Carine Moulot,writer,tt11858618
nm11380029,Sabrina Lassegue,writer,tt12960534
nm11380196,Anand Anilkumar,writer,tt9264336
nm1138036,Tanayi Seabrook,writer,tt2719796
nm1138093,Laxmikant Sharma,writer,tt0239682
nm11382959,Yôsuke Yamamoto,writer,tt9426210
nm11383073,Paul Manning,writer,tt0289043
nm11383073,Paul Manning,writer,tt0467197
nm11383073,Paul Manning,writer,tt0800080
nm11383073,Paul Manning,writer,tt1250777
nm1138362,Harrison Thomas,writer,tt0420293
nm11383761,Nayanika Mahtani,writer,tt10964468
nm11383969,Ollie Wride,writer,tt5740806
nm11385672,Angelene Kaur,writer,tt3357416
nm11385673,Yash Thakur,writer,tt12934616
nm1138590,Natasha Wanganeen,writer,tt0252444
nm11388065,Amit Mishra,writer,tt8550208
nm1139006,Serge Grünberg,writer,tt0113117
nm11392548,Marchella F.P.,writer,tt13081264
nm1139293,Jonathon E. Stewart,writer,tt6182908
nm1139293,Jonathon E. Stewart,writer,tt6095472
nm1139293,Jonathon E. Stewart,writer,tt3606752
nm1139317,Carey Van Dyke,writer,tt1991245
nm1139342,George Willborn,writer,tt4594834
nm1139343,Katt Williams,writer,tt0799949
nm1139343,Katt Williams,writer,tt0477051
nm1139343,Katt Williams,writer,tt0795461
nm1139343,Katt Williams,writer,tt0293815
nm11393818,Yukun Xing,writer,tt17518980
nm1139413,Mary Carillo,writer,tt0360201
nm11394323,Lola Fleming,writer,tt5556054
nm11397410,Jude Martins,writer,tt11829884
nm1139743,Marko Simic,writer,tt1486192
nm1139821,Jason Chaet,writer,tt0264761
nm11399687,Samji Antony,writer,tt11912390
nm1140022,Alan Shannon,writer,tt0113198
nm1140089,Neil Elman,writer,tt1242432
nm1140089,Neil Elman,writer,tt10303430
nm1140275,Steven Knight,writer,tt2692904
nm1140275,Steven Knight,writer,tt0765443
nm1140275,Steven Knight,writer,tt0301199
nm1140290,Jordan Rubin,writer,tt2784512
nm11404429,Srikanth N Reddy,writer,tt4463780
nm11406461,Rifki Ardisha,writer,tt8894180
nm11406464,Srijan Das,writer,tt9052870
nm11409159,Rintik Sedu,writer,tt11936782
nm11410404,Hani Kadour,writer,tt11833648
nm1141082,Richard Collins-Moore,writer,tt0396171
nm1141082,Richard Collins-Moore,writer,tt5176252
nm1141145,Guillaume Daporta,writer,tt0808462
nm1141181,Matthieu Delaporte,writer,tt1167638
nm1141268,Barnaby Edwards,writer,tt0206634
nm1141272,Kurt Eichenwald,writer,tt1130080
nm1141344,Justin Fisher,writer,tt0473308
nm1141344,Justin Fisher,writer,tt0433387
nm1141344,Justin Fisher,writer,tt1426329
nm1141344,Justin Fisher,writer,tt0424345
nm1141350,Richard Fletcher,writer,tt8069578
nm11413563,Chad Jackson,writer,tt9708358
nm1141384,Jan Daniel Fritz,writer,tt1034314
nm1141473,John H. Groberg,writer,tt0250371
nm1141566,Ildikó Hidas,writer,tt0145503
nm1141654,Jody Jaress,writer,tt2731970
nm1141692,Eric Kahane,writer,tt0098197
nm11418581,Nissan Mahmud,writer,tt8958304
nm1141912,Jung-seok Lee,writer,tt0311082
nm1141968,Alessandro Luciano,writer,tt0141926
nm1142045,Daniel Martínez Lara,writer,tt0762125
nm1142231,Gianluca Nardulli,writer,tt0141926
nm1142231,Gianluca Nardulli,writer,tt0212985
nm11423952,Lily Dommart,writer,tt10539608
nm11424450,Karunesh Kishan,writer,tt11992044
nm1142709,Atif Siddiqi,writer,tt0416449
nm1142751,Barbara Sobeck,writer,tt0308977
nm11429986,Lydia Peterson,writer,tt12145636
nm1143016,Irina Voronina,writer,tt0499554
nm11430462,Ram Solanki,writer,tt10062614
nm11430462,Ram Solanki,writer,tt14091818
nm1143088,Cyndi Williams,writer,tt0417096
nm11431861,Pushkar Kashyap,writer,tt11992044
nm1143342,Fred Foster,writer,tt0455590
nm1143342,Fred Foster,writer,tt0405336
nm1143342,Fred Foster,writer,tt0409459
nm1143406,Michael Jr.,writer,tt3832914
nm1143861,Michaela Watkins,writer,tt2294677
nm1143861,Michaela Watkins,writer,tt1212436
nm1143861,Michaela Watkins,writer,tt1932718
nm1143882,Anna Åström,writer,tt8772262
nm1143910,Michael Worthen,writer,tt0273982
nm1143954,Lita Lopez,writer,tt2005151
nm1143979,Derek Bryson,writer,tt0825283
nm11441530,Amol Bhor,writer,tt5338082
nm11441615,Matteo Cantaluppi,writer,tt10941528
nm1144183,Michael Fitzer,writer,tt6251390
nm1144314,Brian Michael Bendis,writer,tt4633694
nm1144314,Brian Michael Bendis,writer,tt1843866
nm1144314,Brian Michael Bendis,writer,tt0458339
nm1144320,Stéphane Durand,writer,tt0765128
nm1144337,Louis Sachar,writer,tt0311289
nm1144419,Danny McBride,writer,tt1240982
nm1144419,Danny McBride,writer,tt0910936
nm1144419,Danny McBride,writer,tt1245492
nm1144451,Mark Birch,writer,tt4622512
nm11445200,Se-Young Lee,writer,tt0253146
nm1144751,Pratibha Acharya,writer,tt0480572
nm1144792,Kevin Anderton,writer,tt0360717
nm1144792,Kevin Anderton,writer,tt0107034
nm1144806,Pedro Miguel Arce,writer,tt0418819
nm1144811,Audrey Arkins,writer,tt9098562
nm1144847,Cam Banfield,writer,tt1327194
nm1144847,Cam Banfield,writer,tt1915581
nm1144860,Tiffany Bartlett,writer,tt0233142
nm1144860,Tiffany Bartlett,writer,tt0316356
nm1145134,Chandi Das,writer,tt0169102
nm1145177,Brian Dietzen,writer,tt0339034
nm11451919,Dane Eckerle,writer,tt4154916
nm1145485,Marcus Himbert,writer,tt0485947
nm1145539,Niranjan Iyengar,writer,tt0347304
nm1145539,Niranjan Iyengar,writer,tt1188996
nm1145539,Niranjan Iyengar,writer,tt2385104
nm1145557,Colby Johannson,writer,tt0414982
nm1145557,Colby Johannson,writer,tt0329101
nm1145566,Gagga Jonsdottir,writer,tt0372784
nm1145566,Gagga Jonsdottir,writer,tt0418689
nm1145566,Gagga Jonsdottir,writer,tt1596345
nm1145595,Rafael Kayanan,writer,tt1253864
nm1145595,Rafael Kayanan,writer,tt0270288
nm1145607,Nuzhat Khan,writer,tt0169102
nm1145607,Nuzhat Khan,writer,tt0473367
nm1145638,Thomas H. Korzeniowski,writer,tt3348730
nm1145655,Shirish Kunder,writer,tt1024943
nm1145655,Shirish Kunder,writer,tt0347473
nm1145655,Shirish Kunder,writer,tt10230426
nm1145840,Iraklis Mavroidis,writer,tt1379182
nm1145920,Crystal Moselle,writer,tt7545566
nm11459329,Takuya Kato,writer,tt8075192
nm1145983,B.J. Novak,writer,tt0361748
nm1145983,B.J. Novak,writer,tt2140373
nm1146036,John Patus,writer,tt2467046
nm1146214,Amin Sayani,writer,tt0109117
nm1146214,Amin Sayani,writer,tt0169102
nm1146214,Amin Sayani,writer,tt0133024
nm1146362,King Sang Tang,writer,tt0089847
nm1146398,Ernesto Tomasini,writer,tt0206634
nm1146596,Hüsnü Özçetin,writer,tt0307483
nm11467396,Ha-Yong Jung,writer,tt6769508
nm1146844,Johnny A. Sanchez,writer,tt0366548
nm1146844,Johnny A. Sanchez,writer,tt1402488
nm1146884,Juan Carlos Velis,writer,tt0449089
nm1146884,Juan Carlos Velis,writer,tt1389072
nm1146885,Tom Verducci,writer,tt1647668
nm1146910,Coco Austin,writer,tt2239832
nm1147074,Ryan Hayward,writer,tt1375666
nm1147094,Robert Bahar,writer,tt8099236
nm1147176,Adam Dolman,writer,tt0238546
nm11471943,Raphael Boakye,writer,tt6950250
nm11471943,Raphael Boakye,writer,tt12058774
nm1147217,Dan Huber,writer,tt1385867
nm1147217,Dan Huber,writer,tt0118887
nm1147326,Erik Wiese,writer,tt2293640
nm1147326,Erik Wiese,writer,tt2279373
nm1147690,Storm Ashwood,writer,tt7423486
nm1147982,Brittany Bristow,writer,tt5224012
nm1148042,Angelina Burnett,writer,tt0329575
nm1148042,Angelina Burnett,writer,tt0264796
nm1148054,Raphaël Benoliel,writer,tt4912910
nm11483587,Myung-kyu Park,writer,tt0479773
nm11484939,Viktor Horák,writer,tt2584384
nm11484941,Christopher Vala,writer,tt2584384
nm1148550,Ava DuVernay,writer,tt1020072
nm1148571,Fred G. Eger,writer,tt0384369
nm11487342,Sukh Kharoud,writer,tt27679373
nm1148869,Emanuele Giovannini,writer,tt0120731
nm1148892,Philip Goldberg,writer,tt1221208
nm1148912,Eitan Gorlin,writer,tt3767278
nm1148913,Kate Gorney,writer,tt4877122
nm11491458,Nadia Husseini,writer,tt0889583
