tconst,titleType,primaryTitle,startYear,averageRating,genres
tt0092897,movie,Disorderlies,1987,4.9,Comedy
tt0092925,movie,Dragnet,1987,6.0,"Comedy,Crime,Mystery"
tt0092929,movie,Drowning by Numbers,1988,7.2,"Comedy,Drama"
tt0092934,movie,Duet for One,1986,6.7,"Drama,Music"
tt0092965,movie,Empire of the Sun,1987,7.7,"Drama,War"
tt0092974,movie,Ernest Goes to Camp,1987,5.5,"Comedy,Family"
tt0092991,movie,Evil Dead II,1987,7.7,"Comedy,Horror"
tt0092997,movie,Extreme Prejudice,1987,6.6,"Action,Crime,Drama"
tt0093004,movie,The Family,1987,7.4,"Drama,Romance"
tt0093010,movie,Fatal Attraction,1987,6.9,"Drama,Thriller"
tt0093011,movie,Fatal Beauty,1987,5.4,"Action,Comedy,Crime"
tt0093022,movie,The Fighter,1989,4.5,"Action,Drama"
tt0093029,movie,Five Corners,1987,6.1,"Crime,Drama,Thriller"
tt0093036,movie,Flowers in the Attic,1987,5.7,"Drama,Mystery,Thriller"
tt0093043,movie,Delirium,1987,5.6,"Horror,Mystery,Thriller"
tt0093044,movie,The Fourth Protocol,1987,6.5,Thriller
tt0093051,movie,From the Hip,1987,6.1,"Comedy,Crime,Drama"
tt0093058,movie,Full Metal Jacket,1987,8.3,"Drama,War"
tt0093062,movie,Funny Boy,1987,4.5,"Comedy,Drama"
tt0093072,movie,The Garbage Pail Kids Movie,1987,2.7,"Adventure,Comedy,Family"
tt0093073,movie,Gardens of Stone,1987,6.4,"Drama,Romance,War"
tt0093075,movie,The Gate,1987,6.0,"Fantasy,Horror"
tt0093092,movie,Julia and Julia,1987,5.4,"Drama,Fantasy,Romance"
tt0093093,movie,The Glass Menagerie,1987,7.1,Drama
tt0093103,movie,The Good Father,1985,6.3,Drama
tt0093105,movie,"Good Morning, Vietnam",1987,7.3,"Biography,Comedy,Drama"
tt0093115,movie,Graveyard Shift,1986,4.7,Horror
tt0093137,movie,Hamburger Hill,1987,6.7,"Action,Drama,Thriller"
tt0093138,movie,Hamlet,1987,7.1,Drama
tt0093144,movie,Hansel and Gretel,1987,6.5,"Family,Fantasy,Musical"
tt0093145,movie,Happy New Year,1987,5.8,"Comedy,Crime,Romance"
tt0093148,movie,Harry and the Hendersons,1987,6.1,"Comedy,Family,Fantasy"
tt0093164,movie,Heat,1986,5.6,"Action,Crime,Drama"
tt0093166,movie,Heaven,1987,6.7,Documentary
tt0093175,movie,Hello Again,1987,5.2,"Comedy,Drama,Fantasy"
tt0093177,movie,Hellraiser,1987,6.9,"Horror,Thriller"
tt0093185,movie,The Hidden,1987,7.0,"Horror,Sci-Fi,Thriller"
tt0093186,movie,Hiding Out,1987,6.3,"Comedy,Drama,Romance"
tt0093191,movie,Wings of Desire,1987,7.9,"Drama,Fantasy,Romance"
tt0093200,movie,Hollywood Shuffle,1987,6.9,Comedy
tt0093209,movie,Hope and Glory,1987,7.3,"Comedy,Drama,Romance"
tt0093213,movie,Hostage,1986,4.8,"Action,Drama"
tt0093215,movie,Hot Pursuit,1987,5.7,Comedy
tt0093223,movie,House of Games,1987,7.2,"Crime,Thriller"
tt0093225,movie,Housekeeping,1987,7.1,"Comedy,Drama"
tt0093231,movie,Hunk,1987,4.6,"Comedy,Fantasy"
tt0093253,movie,In the Mood,1987,6.1,"Comedy,Romance"
tt0093260,movie,Innerspace,1987,6.8,"Action,Adventure,Comedy"
tt0093267,movie,Intervista,1987,7.0,"Comedy,Drama,Fantasy"
tt0093277,movie,Ironweed,1987,6.7,Drama
tt0093278,movie,Ishtar,1987,4.6,"Action,Adventure,Comedy"
tt0093345,movie,Behind Enemy Lines,1987,4.4,"Action,Drama,War"
tt0093349,movie,King Lear,1987,5.4,"Comedy,Drama,Sci-Fi"
tt0093378,movie,La Bamba,1987,6.9,"Biography,Drama,Music"
tt0093405,movie,Leonard Part 6,1987,2.2,"Action,Comedy,Sci-Fi"
tt0093407,movie,Less Than Zero,1987,6.4,"Crime,Drama"
tt0093409,movie,Lethal Weapon,1987,7.6,"Action,Crime,Thriller"
tt0093415,movie,Light of Day,1987,5.6,"Drama,Music"
tt0093418,movie,Like Father Like Son,1987,5.2,"Comedy,Fantasy"
tt0093424,movie,Lionheart,1987,5.1,"Adventure,Drama"
tt0093428,movie,The Living Daylights,1987,6.7,"Action,Adventure,Thriller"
tt0093437,movie,The Lost Boys,1987,7.2,"Comedy,Horror"
tt0093461,movie,Macbeth,1987,7.4,Music
tt0093467,movie,Made in Heaven,1987,6.3,"Comedy,Fantasy,Romance"
tt0093468,movie,Madhouse,1981,5.5,Horror
tt0093476,movie,Maid to Order,1987,5.5,"Comedy,Fantasy"
tt0093477,movie,Making Mr. Right,1987,5.5,"Comedy,Romance,Sci-Fi"
tt0093483,movie,Malone,1987,5.8,"Action,Drama,Thriller"
tt0093489,movie,Man on Fire,1987,5.8,"Action,Drama,Thriller"
tt0093493,movie,Mannequin,1987,6.0,"Comedy,Fantasy,Romance"
tt0093507,movie,Masters of the Universe,1987,5.4,"Action,Adventure,Fantasy"
tt0093509,movie,Matewan,1987,7.9,"Drama,History"
tt0093512,movie,Maurice,1987,7.6,"Drama,Romance"
tt0093516,movie,Meatballs III: Summer Job,1986,3.4,"Comedy,Fantasy,Romance"
tt0093539,movie,Million Dollar Mystery,1987,5.0,"Comedy,Mystery"
tt0093545,movie,Mirage,1987,6.9,"Action,Adventure"
tt0093560,movie,The Monster Squad,1987,6.9,"Action,Comedy,Fantasy"
tt0093562,movie,A Month in the Country,1987,6.8,Drama
tt0093565,movie,Moonstruck,1987,7.2,"Comedy,Drama,Romance"
tt0093589,movie,My Demon Lover,1987,4.6,"Comedy,Fantasy,Horror"
tt0093596,movie,Nadine,1987,5.5,"Comedy,Mystery,Romance"
tt0093605,movie,Near Dark,1987,6.9,Horror
tt0093624,movie,Night of the Demons,1988,6.1,"Comedy,Fantasy,Horror"
tt0093626,movie,Nightflyers,1987,4.3,"Horror,Mystery,Sci-Fi"
tt0093629,movie,A Nightmare on Elm Street 3: Dream Warriors,1987,6.6,"Fantasy,Horror"
tt0093640,movie,No Way Out,1987,7.1,"Action,Crime,Drama"
tt0093648,movie,North Shore,1987,6.5,"Action,Drama,Romance"
tt0093660,movie,Nuts,1987,6.6,"Drama,Thriller"
tt0093668,movie,Pathfinder,1987,7.2,"Action,Adventure,Drama"
tt0093683,movie,Orphans,1987,6.5,Drama
tt0093690,movie,Outrageous Fortune,1987,6.2,Comedy
tt0093692,movie,Over the Top,1987,5.8,"Action,Drama,Sport"
tt0093693,movie,Overboard,1987,6.9,"Comedy,Romance"
tt0093713,movie,Pelle the Conqueror,1987,7.8,Drama
tt0093727,movie,Personal Services,1987,6.3,Comedy
tt0093737,movie,The Pick-up Artist,1987,5.3,"Comedy,Crime,Drama"
tt0093744,movie,The New Adventures of Pippi Longstocking,1988,5.8,"Adventure,Family,Fantasy"
tt0093748,movie,"Planes, Trains & Automobiles",1987,7.6,"Comedy,Drama"
tt0093754,movie,Repentance,1984,8.1,Drama
tt0093756,movie,Police Academy 4: Citizens on Patrol,1987,5.0,"Comedy,Crime"
tt0093771,movie,A Prayer for the Dying,1987,6.2,"Action,Crime,Drama"
tt0093773,movie,Predator,1987,7.8,"Action,Adventure,Horror"
tt0093776,movie,Prick Up Your Ears,1987,7.1,"Biography,Drama"
tt0093777,movie,Prince of Darkness,1987,6.7,Horror
tt0093779,movie,The Princess Bride,1987,8.0,"Adventure,Comedy,Family"
tt0093780,movie,The Principal,1987,6.3,"Action,Crime,Drama"
tt0093793,movie,Project X,1987,6.2,"Comedy,Drama,Sci-Fi"
tt0093818,movie,Radio Days,1987,7.4,Comedy
tt0093822,movie,Raising Arizona,1987,7.3,"Comedy,Crime"
tt0093828,movie,Real Men,1987,6.0,"Action,Comedy,Sci-Fi"
tt0093831,movie,Red Riding Hood,1987,5.5,"Adventure,Family,Fantasy"
tt0093854,movie,Return to Horror High,1987,4.4,"Comedy,Horror"
tt0093857,movie,Revenge of the Nerds II: Nerds in Paradise,1987,5.1,Comedy
tt0093870,movie,RoboCop,1987,7.6,"Action,Crime,Sci-Fi"
tt0093886,movie,Roxanne,1987,6.6,"Comedy,Romance"
tt0093891,movie,Rumpelstiltskin,1987,5.3,"Family,Fantasy,Musical"
tt0093894,movie,The Running Man,1987,6.7,"Action,Sci-Fi,Thriller"
tt0093898,movie,Russkies,1987,5.5,Drama
tt0093936,movie,The Secret of My Success,1987,6.5,"Comedy,Romance"
tt0093940,movie,September,1987,6.5,Drama
tt0093952,movie,Shame,1988,6.9,"Crime,Drama"
tt0093956,movie,In the Blood,1988,5.1,"Action,Drama"
tt0093964,movie,Shy People,1987,6.7,Drama
tt0093966,movie,The Sicilian,1987,5.4,"Action,Crime,Drama"
tt0093969,movie,Siesta,1987,5.5,"Drama,Mystery,Romance"
tt0093974,movie,"Silent Night, Deadly Night Part 2",1987,3.9,"Horror,Thriller"
tt0093980,movie,"Sister, Sister",1987,5.5,"Drama,Mystery,Romance"
tt0093984,movie,Skin,1987,6.0,Crime
tt0093986,movie,Slam Dance,1987,5.2,"Crime,Drama,Mystery"
tt0093993,movie,Sleeping Beauty,1987,5.7,"Family,Fantasy,Musical"
tt0093999,movie,Snow White,1987,6.5,"Family,Fantasy,Musical"
tt0094006,movie,Some Kind of Wonderful,1987,7.0,"Drama,Romance"
tt0094008,movie,Someone to Watch Over Me,1987,6.1,"Crime,Drama,Romance"
tt0094010,movie,Below Zero,1987,6.1,Comedy
tt0094012,movie,Spaceballs,1987,7.1,"Adventure,Comedy,Sci-Fi"
tt0094016,movie,Spiral,1987,4.6,Drama
tt0094020,movie,Square Dance,1987,5.7,"Drama,Romance"
tt0094021,movie,The Squeeze,1987,4.8,"Action,Comedy,Crime"
tt0094025,movie,Stakeout,1987,6.7,"Action,Comedy,Crime"
tt0094027,movie,Stand and Deliver,1988,7.3,"Biography,Drama"
tt0094033,movie,Steel Dawn,1987,5.1,"Action,Adventure,Sci-Fi"
tt0094035,movie,The Stepfather,1987,6.7,"Horror,Thriller"
tt0094048,movie,Straight to Hell,1987,5.6,"Action,Comedy,Western"
tt0094050,movie,Stranded,1987,5.3,Sci-Fi
tt0094056,movie,Street Smart,1987,6.4,"Crime,Drama,Thriller"
tt0094072,movie,Summer School,1987,6.6,"Comedy,Romance"
tt0094074,movie,Superman IV: The Quest for Peace,1987,3.7,"Action,Adventure,Sci-Fi"
tt0094078,movie,Surrender,1987,5.4,Comedy
tt0094082,movie,Suspect,1987,6.6,"Crime,Drama,Mystery"
tt0094118,movie,Teen Wolf Too,1987,3.4,"Comedy,Fantasy"
tt0094137,movie,Three Men and a Baby,1987,6.1,"Comedy,Drama,Family"
tt0094138,movie,Three O'Clock High,1987,7.1,Comedy
tt0094140,movie,Three for the Road,1987,5.3,"Comedy,Drama"
tt0094142,movie,Throw Momma from the Train,1987,6.3,"Comedy,Crime,Thriller"
tt0094155,movie,Tin Men,1987,6.6,"Comedy,Drama"
tt0094169,movie,Tough Guys Don't Dance,1987,4.9,"Comedy,Crime,Drama"
tt0094197,movie,Twelfth Night,1986,6.2,"Comedy,Drama,Romance"
tt0094208,movie,A Man in Love,1987,5.8,"Drama,Romance"
tt0094226,movie,The Untouchables,1987,7.8,"Crime,Drama,Thriller"
tt0094288,movie,Walk Like a Man,1987,4.7,Comedy
tt0094289,movie,A Walk on the Moon,1987,5.3,"Adventure,Drama"
tt0094291,movie,Wall Street,1987,7.3,"Crime,Drama"
tt0094293,movie,Wanted: Dead or Alive,1986,5.9,"Action,Crime,Drama"
tt0094315,movie,The Whales of August,1987,7.1,Drama
tt0094317,movie,White Mischief,1987,6.4,"Crime,Drama,Mystery"
tt0094318,movie,White Water Summer,1987,6.2,"Adventure,Drama"
tt0094320,movie,White of the Eye,1987,6.1,"Horror,Mystery,Thriller"
tt0094321,movie,Who's That Girl,1987,4.8,"Comedy,Music,Romance"
tt0094331,movie,Wish You Were Here,1987,6.8,"Comedy,Drama"
tt0094332,movie,The Witches of Eastwick,1987,6.5,"Comedy,Fantasy,Horror"
tt0094336,movie,Withnail & I,1987,7.5,"Comedy,Drama"
tt0094347,movie,The Year My Voice Broke,1987,7.3,"Drama,Romance"
tt0094593,movie,18 Again!,1988,5.7,"Comedy,Fantasy,Romance"
tt0094594,movie,1969,1988,5.7,"Drama,War"
tt0094596,movie,36 fillette,1988,6.0,"Drama,Romance"
tt0094597,movie,976-EVIL,1988,5.1,"Comedy,Horror"
tt0094602,movie,Above the Law,1988,6.0,"Action,Crime,Drama"
tt0094606,movie,The Accidental Tourist,1988,6.7,"Drama,Romance"
tt0094608,movie,The Accused,1988,7.1,"Crime,Drama"
tt0094612,movie,Action Jackson,1988,5.5,"Action,Comedy,Crime"
tt0094625,movie,Akira,1988,8.0,"Action,Animation,Drama"
tt0094631,movie,Alien Nation,1988,6.3,"Action,Sci-Fi"
tt0094663,movie,Another Woman,1988,7.2,Drama
tt0094667,movie,Apartment Zero,1988,6.8,"Drama,Mystery,Thriller"
tt0094669,movie,Appointment with Death,1988,6.1,"Crime,Drama,Mystery"
tt0094684,movie,The Spirit,1989,5.0,"Crime,Sci-Fi"
tt0094701,movie,Bad Dreams,1988,5.6,"Horror,Thriller"
tt0094712,movie,Bat*21,1988,6.5,"Drama,War"
tt0094715,movie,Beaches,1988,7.0,"Comedy,Drama,Music"
tt0094716,movie,The Beast of War,1988,7.3,"Adventure,Drama,War"
tt0094721,movie,Beetlejuice,1988,7.5,"Comedy,Fantasy"
tt0094731,movie,Betrayed,1988,6.3,"Crime,Drama,Thriller"
tt0094737,movie,Big,1988,7.3,"Comedy,Drama,Fantasy"
tt0094738,movie,The Big Blue,1988,7.1,Drama
tt0094740,movie,Big Game,1988,0.0,Action
tt0094744,movie,Big Top Pee-wee,1988,5.1,"Adventure,Comedy,Romance"
tt0094746,movie,Biloxi Blues,1988,6.6,"Comedy,Drama"
tt0094747,movie,Bird,1988,7.1,"Biography,Drama,Music"
tt0094761,movie,The Blob,1988,6.6,"Horror,Sci-Fi,Thriller"
tt0094764,movie,The Blood of Heroes,1989,6.3,"Action,Sci-Fi,Sport"
tt0094792,movie,Braddock: Missing in Action III,1988,4.8,"Action,War"
tt0094799,movie,"Bright Lights, Big City",1988,5.7,Drama
tt0094812,movie,Bull Durham,1988,7.1,"Comedy,Romance,Sport"
tt0094813,movie,Bulletproof,1987,4.9,Action
tt0094819,movie,Buster,1988,5.8,"Comedy,Crime,Drama"
tt0094824,movie,Caddyshack II,1988,3.8,"Comedy,Sport"
tt0094828,movie,Camille Claudel,1988,7.3,"Biography,Drama,History"
tt0094834,movie,Cannibal Women in the Avocado Jungle of Death,1989,4.8,"Action,Adventure,Comedy"
tt0094846,movie,Casual Sex?,1988,5.1,Comedy
tt0094862,movie,Child's Play,1988,6.7,"Horror,Thriller"
tt0094868,movie,Chocolat,1988,7.3,Drama
tt0094869,movie,The Chocolate War,1988,6.6,Drama
tt0094871,movie,A Chorus of Disapproval,1989,5.5,"Comedy,Drama,Musical"
tt0094884,movie,Clean and Sober,1988,6.7,Drama
tt0094889,movie,Cocktail,1988,5.9,"Comedy,Drama,Romance"
tt0094894,movie,Colors,1988,6.7,"Action,Crime,Drama"
tt0094898,movie,Coming to America,1988,7.1,"Comedy,Romance"
tt0094910,movie,The Couch Trip,1988,5.8,Comedy
tt0094912,movie,The Courier,1988,5.4,"Action,Crime,Thriller"
tt0094921,movie,Crossing Delancey,1988,6.9,"Comedy,Romance"
tt0094924,movie,A Cry in the Dark,1988,6.9,"Biography,Drama"
tt0094947,movie,Dangerous Liaisons,1988,7.6,"Drama,Romance"
tt0094961,movie,Dead Heat,1988,6.1,"Action,Comedy,Horror"
tt0094963,movie,The Dead Pool,1988,6.3,"Action,Crime,Mystery"
tt0094964,movie,Dead Ringers,1988,7.2,"Drama,Horror,Thriller"
tt0095005,movie,Destroyer,1988,4.8,"Horror,Thriller"
tt0095016,movie,Die Hard,1988,8.2,"Action,Thriller"
tt0095031,movie,Dirty Rotten Scoundrels,1988,7.4,"Comedy,Crime"
tt0095037,movie,"Distant Voices, Still Lives",1988,7.4,"Drama,Music"
tt0095066,movie,The Dressmaker,1988,6.3,"Drama,Romance"
tt0095082,movie,Eight Men Out,1988,7.2,"Drama,History,Sport"
tt0095088,movie,Elvira: Mistress of the Dark,1988,6.6,"Comedy,Horror"
tt0095107,movie,Ernest Saves Christmas,1988,5.7,"Comedy,Family,Fantasy"
tt0095119,movie,Everybody's All-American,1988,6.2,"Drama,Romance,Sport"
tt0095122,movie,The Expendables,1988,4.3,"Action,Adventure,War"
tt0095143,movie,Fear,1988,4.7,Action
tt0095145,movie,Feds,1988,5.5,"Comedy,Crime"
tt0095148,movie,Purgatory,1988,7.1,"Biography,Crime,Drama"
tt0095159,movie,A Fish Called Wanda,1988,7.5,"Comedy,Crime"
tt0095169,movie,For Keeps?,1988,5.9,"Comedy,Drama,Romance"
tt0095174,movie,Frantic,1988,6.8,"Crime,Drama,Mystery"
tt0095177,movie,Freeway,1988,5.1,Thriller
tt0095178,movie,Fresh Horses,1988,5.0,"Drama,Romance"
tt0095188,movie,Funny Farm,1988,6.2,Comedy
tt0095196,movie,The Game,1988,5.1,"Action,Drama"
tt0095208,movie,Georgia,1988,5.9,"Mystery,Thriller"
tt0095215,movie,Ghost Town,1988,5.3,"Action,Horror,Western"
tt0095238,movie,The Good Mother,1988,5.7,"Drama,Romance"
tt0095243,movie,Gorillas in the Mist,1988,7.0,"Biography,Drama"
tt0095253,movie,The Great Outdoors,1988,6.6,Comedy
tt0095262,movie,Mobile Suit Gundam: Char's Counterattack,1988,7.3,"Action,Animation,Drama"
tt0095270,movie,Hairspray,1988,7.0,"Comedy,Drama,Family"
tt0095271,movie,Halloween 4: The Return of Michael Myers,1988,5.8,"Horror,Thriller"
tt0095274,movie,A Handful of Dust,1988,6.6,"Drama,Romance"
tt0095286,movie,Heart of Midnight,1988,5.4,"Drama,Horror,Thriller"
tt0095288,movie,Heartbreak Hotel,1988,5.7,"Comedy,Musical,Romance"
tt0095291,movie,Three Wishes,1988,5.8,"Comedy,Horror"
tt0095294,movie,Hellbound: Hellraiser II,1988,6.4,"Horror,Thriller"
tt0095296,movie,Hero and the Terror,1988,5.2,"Action,Crime,Drama"
tt0095301,movie,High Fidelity,1989,8.2,"Biography,Documentary,Music"
tt0095302,movie,High Hopes,1988,7.4,"Comedy,Drama"
tt0095304,movie,High Spirits,1988,5.7,"Comedy,Fantasy"
tt0095326,movie,Hot to Trot,1988,4.4,"Comedy,Fantasy"
tt0095333,movie,The House on Carroll Street,1988,6.1,Thriller
tt0095342,movie,I Love N.Y.,1987,3.6,"Comedy,Drama"
tt0095348,movie,I'm Gonna Git You Sucka,1988,6.6,"Action,Comedy,Crime"
tt0095357,movie,Illegally Yours,1988,4.2,"Comedy,Crime"
tt0095362,movie,The in Crowd,1988,6.3,"Comedy,Drama,History"
tt0095377,movie,Intimacy,1988,4.0,Drama
tt0095382,movie,Iron Eagle II,1988,3.9,"Action,Drama,Romance"
tt0095389,movie,Jack's Back,1988,5.8,"Crime,Horror,Mystery"
tt0095409,movie,Johnny Be Good,1988,4.6,"Comedy,Sport"
tt0095428,movie,Kansas,1988,5.5,"Crime,Drama,Romance"
tt0095444,movie,Killer Klowns from Outer Space,1988,6.2,"Comedy,Horror,Sci-Fi"
tt0095484,movie,Lady in White,1988,6.5,"Fantasy,Horror,Mystery"
tt0095488,movie,The Lair of the White Worm,1988,6.0,"Comedy,Horror"
tt0095489,movie,The Land Before Time,1988,7.4,"Adventure,Animation,Drama"
tt0095492,movie,Last Man Standing,1987,5.1,"Action,Drama,Sport"
tt0095497,movie,The Last Temptation of Christ,1988,7.5,Drama
tt0095511,movie,The Reader,1988,7.0,"Comedy,Drama"
tt0095519,movie,License to Drive,1988,6.3,Comedy
tt0095525,movie,Gandahar,1987,7.0,"Adventure,Animation,Fantasy"
tt0095530,movie,Little Dorrit,1987,7.2,"Drama,Romance"
tt0095532,movie,Little Nikita,1988,5.9,"Drama,Thriller"
tt0095560,movie,Mac and Me,1988,3.4,"Adventure,Comedy,Family"
tt0095583,movie,Maniac Cop,1988,6.0,"Action,Crime,Horror"
tt0095593,movie,Married to the Mob,1988,6.2,"Comedy,Crime,Romance"
tt0095599,movie,Masquerade,1988,6.1,"Drama,Romance,Thriller"
tt0095602,movie,Matinee,1989,4.1,"Horror,Mystery,Thriller"
tt0095613,movie,Memories of Me,1988,5.7,"Comedy,Drama"
tt0095626,movie,Messenger of Death,1988,5.4,"Action,Crime,Mystery"
tt0095631,movie,Midnight Run,1988,7.5,"Action,Comedy,Crime"
tt0095638,movie,The Milagro Beanfield War,1988,6.8,"Comedy,Drama,Fantasy"
tt0095640,movie,Miles from Home,1988,5.7,"Action,Crime,Drama"
tt0095646,movie,Missing Link,1988,6.1,Adventure
tt0095647,movie,Mississippi Burning,1988,7.8,"Crime,Drama,Mystery"
tt0095652,movie,Monkey Shines,1988,6.2,"Drama,Horror,Sci-Fi"
tt0095654,movie,Moon Over Parador,1988,6.0,"Comedy,Romance"
tt0095662,movie,Moving,1988,6.1,Comedy
tt0095675,movie,Women on the Verge of a Nervous Breakdown,1988,7.5,"Comedy,Drama"
tt0095684,movie,My Best Friend Is a Vampire,1987,6.0,"Comedy,Horror,Romance"
tt0095687,movie,My Stepmother Is an Alien,1988,5.4,"Comedy,Sci-Fi"
tt0095690,movie,Mystic Pizza,1988,6.3,"Comedy,Drama,Romance"
tt0095715,movie,Alice,1988,7.4,"Adventure,Animation,Fantasy"
tt0095726,movie,A New Life,1988,5.8,Comedy
tt0095730,movie,The Night Before,1988,6.1,Comedy
tt0095736,movie,A Night in the Life of Jimmy Reardon,1988,5.5,"Comedy,Drama,Romance"
tt0095742,movie,A Nightmare on Elm Street 4: The Dream Master,1988,5.6,Horror
tt0095756,movie,Not of This Earth,1988,4.9,"Comedy,Horror,Sci-Fi"
tt0095765,movie,Cinema Paradiso,1988,8.5,"Drama,Romance"
tt0095774,movie,Off Limits,1988,6.2,"Action,Drama,Thriller"
tt0095776,movie,Oliver & Company,1988,6.6,"Adventure,Animation,Comedy"
tt0095801,movie,Bagdad Cafe,1987,7.4,"Comedy,Drama"
tt0095823,movie,Paris by Night,1988,6.0,"Drama,Thriller"
tt0095825,movie,Party Line,1988,4.8,Thriller
tt0095827,movie,Pascali's Island,1988,6.7,Drama
tt0095832,movie,Pass the Ammo,1987,5.8,"Comedy,Drama"
tt0095836,movie,Patty Hearst,1988,6.3,"Biography,Drama"
tt0095853,movie,Permanent Record,1988,6.4,"Drama,Music,Romance"
tt0095863,movie,Phantasm II,1988,6.4,"Action,Fantasy,Horror"
tt0095877,movie,Platoon Leader,1988,5.3,"Drama,War"
tt0095882,movie,Police Academy 5: Assignment: Miami Beach,1988,4.6,"Comedy,Crime"
tt0095889,movie,Poltergeist III,1988,4.7,"Horror,Thriller"
tt0095897,movie,The Presidio,1988,5.9,"Action,Crime,Mystery"
tt0095904,movie,Prison,1987,5.8,"Crime,Drama,Horror"
tt0095916,movie,Promised Land,1987,5.7,Drama
tt0095924,movie,Pulse,1988,5.4,"Horror,Sci-Fi"
tt0095925,movie,Pumpkinhead,1988,6.2,"Fantasy,Horror"
tt0095927,movie,Punchline,1988,5.9,"Comedy,Drama,Romance"
tt0095937,movie,Painted Faces,1988,7.2,Drama
tt0095938,movie,Fury,1988,6.4,Action
tt0095953,movie,Rain Man,1988,8.0,Drama
tt0095956,movie,Rambo III,1988,5.8,"Action,Adventure,Thriller"
tt0095958,movie,Rampage,1987,6.2,"Drama,Thriller"
tt0095977,movie,Rent-a-Cop,1987,4.6,"Action,Comedy,Crime"
tt0095990,movie,Return of the Living Dead II,1988,5.7,"Comedy,Horror,Sci-Fi"
tt0095993,movie,Return to Snowy River,1988,6.5,"Adventure,Drama,Western"
tt0096003,movie,Rocket Gibraltar,1988,6.5,Drama
tt0096028,movie,Salaam Bombay!,1988,7.9,"Crime,Drama"
tt0096029,movie,Salome's Last Dance,1988,6.4,"Biography,Comedy,Drama"
tt0096037,movie,Satisfaction,1988,4.9,"Comedy,Music,Romance"
tt0096054,movie,School Daze,1988,6.1,"Comedy,Drama,Musical"
tt0096061,movie,Scrooged,1988,6.9,"Comedy,Drama,Fantasy"
tt0096071,movie,The Serpent and the Rainbow,1988,6.4,"Fantasy,Horror"
tt0096073,movie,The Seventh Sign,1988,5.8,"Drama,Fantasy,Horror"
tt0096074,movie,Severance,1988,5.4,"Drama,Thriller"
tt0096087,movie,Shakedown,1988,6.0,"Action,Crime,Drama"
tt0096094,movie,She's Having a Baby,1988,5.9,"Comedy,Drama,Romance"
tt0096098,movie,Shoot to Kill,1988,6.8,"Action,Adventure,Crime"
tt0096101,movie,Short Circuit 2,1988,5.7,"Comedy,Drama,Family"
tt0096137,movie,Summer,1988,6.7,Drama
tt0096146,movie,Soursweet,1988,6.6,Drama
tt0096152,movie,Spellbinder,1988,5.8,"Drama,Horror,Romance"
tt0096163,movie,The Vanishing,1988,7.7,"Mystery,Thriller"
tt0096171,movie,Stealing Home,1988,6.6,"Drama,Romance,Sport"
tt0096180,movie,Stormy Monday,1988,6.2,"Crime,Drama,Music"
tt0096189,movie,A Summer Story,1988,7.3,"Drama,Romance"
tt0096193,movie,Sunset,1988,5.7,"Comedy,Crime,Drama"
tt0096203,movie,Switching Channels,1988,5.9,"Comedy,Crime"
tt0096211,movie,Taffin,1988,5.6,"Action,Thriller"
tt0096219,movie,Talk Radio,1988,7.2,"Drama,Thriller"
tt0096223,movie,Tapeheads,1988,5.7,"Comedy,Music"
tt0096244,movie,Tequila Sunrise,1988,6.0,"Crime,Drama,Romance"
tt0096246,movie,The Terror Within,1989,4.7,"Horror,Sci-Fi"
tt0096256,movie,They Live,1988,7.2,"Action,Horror,Sci-Fi"
tt0096259,movie,Things Change,1988,7.0,"Comedy,Crime,Drama"
tt0096270,movie,Time Out,1988,4.3,Drama
tt0096283,movie,My Neighbor Totoro,1988,8.1,"Animation,Comedy,Family"
tt0096289,movie,Torch Song Trilogy,1988,7.8,"Comedy,Drama,Romance"
tt0096294,movie,Track 29,1988,5.9,"Drama,Mystery"
tt0096316,movie,Tucker: The Man and His Dream,1988,6.9,"Biography,Comedy,Drama"
tt0096320,movie,Twins,1988,6.2,"Comedy,Crime"
tt0096321,movie,Twister,1989,5.2,"Comedy,Drama"
tt0096324,movie,Two Moon Junction,1988,5.0,"Drama,Romance"
tt0096332,movie,The Unbearable Lightness of Being,1988,7.3,"Drama,Romance"
tt0096340,movie,The Unholy,1988,5.0,Horror
tt0096344,movie,The Unnamable,1988,4.8,Horror
tt0096378,movie,Vibes,1988,5.7,"Adventure,Comedy,Romance"
tt0096380,movie,Vice Versa,1988,5.9,"Comedy,Fantasy"
tt0096390,movie,Vijay,1988,5.4,"Action,Drama,Romance"
tt0096409,movie,Walker,1987,6.6,"Biography,Drama,History"
tt0096424,movie,The Wash,1988,6.8,"Drama,Romance"
tt0096425,movie,Watchers,1988,5.3,"Action,Horror,Sci-Fi"
tt0096426,movie,Waxwork,1988,6.1,"Comedy,Horror"
tt0096427,movie,We Think the World of You,1988,5.9,Comedy
tt0096438,movie,Who Framed Roger Rabbit,1988,7.7,"Adventure,Animation,Comedy"
tt0096446,movie,Willow,1988,7.2,"Action,Adventure,Drama"
tt0096454,movie,Without a Clue,1988,6.9,"Comedy,Crime,Mystery"
tt0096461,movie,As Tears Go By,1988,7.0,"Crime,Drama,Romance"
tt0096463,movie,Working Girl,1988,6.8,"Comedy,Drama,Romance"
tt0096470,movie,Edge of Darkness,1988,5.7,"Action,Drama"
tt0096486,movie,Young Einstein,1988,5.2,Comedy
